Column A,Column B,Start Position,End Position
שלומי ברגר במחרוזת משיריו של אברהם פריד,אברהם פריד,5,6
"אבי אילסון, דביר כהן והתזמורת במחרוזת חנוכה בלייב",אבי אילסון,0,1
דוידי נחשון & אבי ריימי מקפיצים עם פורימיקס,דוידי נחשון,0,1
חנן בן ארי שר כל עצמותי תאמרנה מתוך צמאה 5,חנן בן ארי,0,2
רגע לפני לילה משה פלד,משה פלד,3,4
02 ברכת כהנים - מוטי אילוביץ ונרננה,מוטי אילוביץ,4,5
דוגמה עולה על הר גבוה  - עמיחי שפיגלר,עמיחי שפיגלר,7,8
יוסי גרין עובד על אלבום חדש ומגיש מחדש את 'התו השמיני',יוסי גרין,0,1
אלי סלומון בסינגל חדש ''לבד אבל איתך'',אלי סלומון,0,1
ניסים בלאק וישראל פורטנוי בביצוע מ'פרויקט ניגון' ''מי האיש'',ניסים בלאק,0,1
בני פרידמן התארח שוב לקומזיץ אצל פיצ'ה בן שמעון,בני פרידמן,0,1
"עקיבא מרגליות, ישי לפידות והקהל שרים ברגש ''השבעתי אתכם'' -",עקיבא מרגליות,0,1
"עקיבא מרגליות, ישי לפידות והקהל שרים ברגש ''השבעתי אתכם'' -",ישי לפידות,3,4
צבי זילברשטיין ואיצי וולדנר בדואט זרעא חיא,צבי זילברשטיין,0,1
אודי דמארי מגיש סינגל חדש לצפון,אודי דמארי,0,1
סיבת הסיבות  אינסטרומנטלי ישראל סוסנה _ דור אסרף,ישראל סוסנה,5,6
בני פרידמן ואיצי וואלדנר - הרבי היקר (My Dear Rebbe),בני פרידמן,0,1
מאיר בורשטיין בסינגל חדש דיו נישפך,מאיר בורשטיין,0,1
שלומי שבת בביצוע 'הושיעה את עמך',שלומי שבת,0,1
דוד פרלמן בסינגל בכורה 'מודים',דוד פרלמן,0,1
ברוך לוין בסינגל חדש על לימוד התורה ''אפילו אחד'',ברוך לוין,0,1
בני פרידמן ומרדכי שפירו מרגשים לפני החופה,בני פרידמן,0,1
"ניסים בלאק ויוסף דניאל, גרי הצדק שרים יחד ''ניסים''",ניסים בלאק,0,1
"שלומי דסקל, מקהלת שירה וסבבה במחרוזת ריקודים",מקהלת שירה,3,4
עמי מימון בתוכנית ''ושמחת בחגך'' עם מנדי ג'רופי ועמירן דביר,מנדי ג'רופי,8,9
מאיר בן דרור בסינגל חדש ומרגש שמחה בלבי,מאיר בן דרור,0,2
מיכאל שטרייכר ובן הזקונים בלהיט שעבר ''אין ערוך'' ווקאלי,מיכאל שטרייכר,0,1
אלירן אלבז מארח את בני אלבז במחרוזת נוסטלגית חדשה,בני אלבז,4,5
ברוך לוין ויונתן רזאל - קום התהלך,ברוך לוין,0,1
מוטי שטיינמץ ומקהלת 'מלכות' בקאבר נוסטלגי ''בלבבי'',מוטי שטיינמץ,0,1
אהרון סיטבון בסינגל חדש מלך המשיח,אהרון סיטבון,0,1
אודי דמארי & מנדי ג'רופי בדואט אני או אתה,אודי דמארי,0,1
אודי דמארי & מנדי ג'רופי בדואט אני או אתה,מנדי ג'רופי,3,4
ישראל אדלר הזמין בגראמן את הרבי מאמשינוב שליטא למצווה טאנץ,ישראל אדלר,0,1
צבי זילברשטיין משחרר ''זרעא חיא'' עם איצי וואלדנר מתוך אלבומו ווקאלי חדש,צבי זילברשטיין,0,1
בני פרידמן בסינגל מרגש חדש ''תן יד'',בני פרידמן,0,1
ניגון רבי לוי יצחק מברדיצ'ב בביצוע יצחק מאיר וחברים,יצחק מאיר,6,7
מענדל ראטה מרגש על אסון מירון וידום אהרן,מענדל ראטה,0,1
איתמר שטיין & אליהו לייפער במחרוזת שמחה אנרגטית,איתמר שטיין,0,1
איתמר שטיין & אליהו לייפער במחרוזת שמחה אנרגטית,אליהו לייפער,3,4
- משה קליין - בונה ירושלים - חסידי (2),משה קליין,1,2
"יונתן רזאל הקפיץ, באמצע אפיית מצות בתולדות אהרן",יונתן רזאל,0,1
"אופיר סלומון, משה דוויק - ארוממך",אופיר סלומון,0,1
"אופיר סלומון, משה דוויק - ארוממך",משה דוויק,3,4
אלי קליין אחד מי יודע,אלי קליין,0,1
שלום ברנהולץ - אתה קרוב  ווקאלי,שלום ברנהולץ,0,1
עקיבא געלב באלבום חדש - מיין נשמה זינגט,עקיבא געלב,0,1
בנצי קלצקין - מיינע תפילין (קאבר),בנצי קלצקין,0,1
מרדכי בן דוד במחרוזת נוסטלגית אדירה,מרדכי בן דוד,0,2
שרולי גרין ויוסי שטנדיג - ריקוד שני אנרגיה,שרולי גרין,0,1
לכבוד התנא האלוקי מייקי מוקטון _ נחמן צוקר,מייקי מוקטון,4,5
ארי היל בסינגל חדש ''אוי ירושלים'',ארי היל,0,1
דייויד טויב - נשמתי (אקפלה),דייויד טויב,0,1
ישראל סוסנה ודור אסרף בביצוע אינסטרומנטלי ל'באור גדול',ישראל סוסנה,0,1
קטנות שבקטנות מוטי וייס,מוטי וייס,2,3
המטפל מרדכי רוט בשיר חמישי ''לך מחכים'',מרדכי רוט,1,2
נמואל הרוש מקפיץ בחידוש חבדי ''ואתה אמרת'',נמואל הרוש,0,1
משה קליין בסינגל חדש מתוך אלבום הבכורה ''מה טובו אוהליך'',משה קליין,0,1
אוהד מושקוביץ – לבדו,אוהד מושקוביץ,0,1
"אברימי רוט, מרטין וידרקר - אשירה לה' בחיי",אברימי רוט,0,1
"יוסף נטיב מגיש סינגל חדש 'יבוא יום',",יוסף נטיב,0,1
אהרן רזאל בסינגל חדש לכבוד פורים – מזמור לתודה,אהרן רזאל,0,1
פסח מיקס שרולי גרין ודי ג_י פאברעגן,שרולי גרין,2,3
ברק כהן - לב אחד גדול,ברק כהן,0,1
ניגון קווה אל השם אודי דמארי והינוקא,אודי דמארי,4,5
אליהו חייט בסינגל חדש וקצבי ''ניגון המדבר'',אליהו חייט,0,1
06 מקהלת שירה ולוי פלקוביץ 'שיר המעלות' אקפלה,מקהלת שירה,1,2
איציק שוורץ סעודה לצדיקים,איציק שוורץ,0,1
גד אלבז משיק סינגל חדש ומרגש – אדון הסליחות,גד אלבז,0,1
שיר חדש 'ומשפע מצוות תפילין' לכב' בר המצווה לילד הפלא שלום בראדט,שלום בראדט,13,14
הראל טל פותח את שערי הלב ''אתה עמדי'',הראל טל,0,1
יוני שלמה בסינגל חדש – געזונט,יוני שלמה,0,1
מכביטס-חנוכה,מכביטס,0,0
יוני שלמה - אנעים זמירות,יוני שלמה,0,1
יוני גנוט בגרסה ווקאלית לשירו המרגש 'הגלה נא',יוני גנוט,0,1
נהוראי אריאלי מגיש גרסה וואקלי ל'תלוי בנו',נהוראי אריאלי,0,1
חנן בן ארי בסינגל חדש – לא לבד,חנן בן ארי,0,2
"קובי גרינבוים, מקהלת יחד, ישראל סוסנה – ואז יהיו כל ישראל צדיקים",קובי גרינבוים,0,1
"קובי גרינבוים, מקהלת יחד, ישראל סוסנה – ואז יהיו כל ישראל צדיקים",מקהלת יחד,3,4
"קובי גרינבוים, מקהלת יחד, ישראל סוסנה – ואז יהיו כל ישראל צדיקים",ישראל סוסנה,6,7
לעורר ליבי עקיבא רוט,עקיבא רוט,2,3
שלמה כץ בסינגל חמישי מפרויקט ה-40 ''אומן'',שלמה כץ,0,1
רפאל בן בסינגל חדש למילות הפיוט המרגש ''בן אדם מה לך נרדם'',רפאל בן,0,1
על אבא לא שואלים שאלות  ווקאלי מוטי וייס,מוטי וייס,7,8
דוידי נחשון מגיש מחרוזת להיטי חנוכה,דוידי נחשון,0,1
אודי דמארי בפיוט התפילה התימני בעקבות המצב,אודי דמארי,0,1
חזקי קליין בקאבר ללהיט העבר של חיים ישראל יתגדל ויתקדש,חיים ישראל,6,7
"לקראת טו בשבט, יוני גנוט שר דבר אלי באדמית",יוני גנוט,4,5
04 אבות הקדושים - מאיר גפני,מאיר גפני,4,5
בני פרידמן - ימה LIVE,בני פרידמן,0,1
שמילי אונגר ומקהלת ידידים במחרוזת מקפיצה,שמילי אונגר,0,1
ילד הפלא שלום בראדט בביצוע לשיר שחידש מ.ב.ד 'הנה ימים באים',שלום בראדט,2,3
טוהר נהוראי אריאלי,נהוראי אריאלי,1,2
אליהו חייט בסינגל חדש לרגל יום ההילולא של החתם סופר רבי משה סופר,אליהו חייט,0,1
11 קומזיץ ר' אברימי לונגר,אברימי לונגר,4,5
"אברהם פריד שר נפשי, ריבו הפתיע והצטרף",אברהם פריד,0,1
"דוד ברגר, מקהלת שירה  ברוך הוא אלוקינו",מקהלת שירה,3,4
שוקי סלומון וחיים ישראל שרים בדובאי 'שירת הבקשות',שוקי סלומון,0,1
"עקיבא תורג'מן, עמיר בניון & שולי רנד - רואים רחוק רואים שקוף",עמיר בניון,3,4
"עקיבא תורג'מן, עמיר בניון & שולי רנד - רואים רחוק רואים שקוף",שולי רנד,6,7
הנשמה בקרבי – סינגל מתוך האלבום הבכורה של מוטי שטיינמץ,מוטי שטיינמץ,8,9
הרב יואל ראטה שר ניגון הגאולה בהתעוררות ורווי כיסופים,יואל ראטה,1,2
יענקי דסקל שר תמים תהיה לע''נ הרוגי מירון,יענקי דסקל,0,1
09 מקהלת שירה עם לוי פולקוביץ' וילד הפלא יצי רוזינגר ''הדרן'',מקהלת שירה,1,2
09 מקהלת שירה עם לוי פולקוביץ' וילד הפלא יצי רוזינגר ''הדרן'',לוי פולקוביץ,4,5
שיטה הקדושה יואלי קליין ושייע גרוס,יואלי קליין,2,3
גדעון לוין - הושענא,גדעון לוין,0,1
12 מאיר דוד פרקש ובנו שמעון שרים ליקוטי מוהרן,מאיר דוד פרקש,1,3
אריאל זילבר  מזמור לתודה,אריאל זילבר,0,1
איתן כץ ריגש בחופה עם שירו ''כי קרוב'',איתן כץ,0,1
דודי קאליש מקהלת ידידים והילדים בביצוע מרגש ובשופר גדול,דודי קאליש,0,1
דודי קאליש מקהלת ידידים והילדים בביצוע מרגש ובשופר גדול,מקהלת ידידים,2,3
55350000 איציק אורלב שי 360 ואלון דה לוקו - שיר למעלות - רמיקס d,איציק אורלב,1,2
דייויד טויב – אקפלה לקום,דייויד טויב,0,1
נפתלי קמפה משיק אלבום שני אנה אלך,נפתלי קמפה,0,1
אלי הרצליך - טועמיה,אלי הרצליך,0,1
יוסף זאב בראווער שר כי ניחם לכבוד שבת נחמו,יוסף זאב בראווער,0,2
אוהד מושקוביץ - כשאתם מתפללים,אוהד מושקוביץ,0,1
- איציק דדיה - כיסא המלך - מזרחי,איציק דדיה,1,2
02 (ברוך לוין - רפואה - (ווקאלי,ברוך לוין,2,3
פיני איינהורן משיק סינגל חדש - ''טוב הבעל שם טוב'',פיני איינהורן,0,1
אליה והב ומורי טרדיו בדואט מרגש אין כמוך,אליה והב,0,1
39 - משולם גרינברגר - מעין עולם הבא,משולם גרינברגר,2,3
אורי דוידי - הנה הגאולה (ווקאלי),אורי דוידי,0,1
שמחה פרידמן & חיימקה חדד - ניגון שמחה,שמחה פרידמן,0,1
אריה קרלינסקי - הכל ניסים,אריה קרלינסקי,0,1
שמואל יונה זה רק הלב שלי,שמואל יונה,0,1
ברכת כהנים בריו חקשור,בריו חקשור,2,3
נהוראי אריאלי משחרר סינגל חדש בשם ''מירוץ הזמן'',נהוראי אריאלי,0,1
חלקת אלוקים (מתוך פרויקט יעלה ויבוא) יונתן רזאל,יונתן רזאל,9,10
מרדכי בן דוד בסינגל 'כרך נחמד' מתוך האלבום החדש ''השפעות'',מרדכי בן דוד,0,2
אברהם דויטש - תכף יפתח (קאבר אינסטרומנטלי),אברהם דויטש,0,1
ר' חיים בנט & מוישי רוזנברג - הנרות הללו,חיים בנט,2,3
אהרלה סאמעט דודי קאליש מחרוזת חבד,דודי קאליש,2,3
יוסי גרין הלחין ושר יחד עם אברימי רוט 'מצוא חן בניגונם',יוסי גרין,0,1
יוסי גרין הלחין ושר יחד עם אברימי רוט 'מצוא חן בניגונם',אברימי רוט,6,7
יניב בן משיח - נתת לי הכל,יניב בן משיח,0,2
יוחאי בן אבי מארח את אהרן רזאל בסינגל פורימי שושנת יעקב,אהרן רזאל,5,6
אלי לוין בסינגל חדש ''לך לך'',אלי לוין,0,1
יענקי אויש מרגש עם היצירה תנא דבי אליהו של מנדי ורדיגר,מנדי ורדיגר,11,12
אמיר אליהו שר להילולת הגר''ע יוסף זצוק''ל ''אליך מרן'',אמיר אליהו,0,1
מחרוזת נוסטלגיה עם הזמר עקיבא געלב,עקיבא געלב,4,5
יואל ושמואל אלהרר בסינגל בכורה עם אחד,יואל,0,0
קובי גרינבוים משיק את אלבום הבכורה ''זכות'',קובי גרינבוים,0,1
תחזיקו עצמכם ביחד מתוך אלבום חדש לזמר יוסף קרדונר תשוקת הנשמה,יוסף קרדונר,7,8
שמואל הררי משיק סינגל חדש וקצבי - ''בית נאמן'',שמואל הררי,0,1
20 שירי רגש עם מוטי ויזל,מוטי ויזל,4,5
פנחס שיינברגר מארח את מנדי וייס – להודיע,מנדי וייס,4,5
- נמואל הרוש - חלום - מקורי,נמואל הרוש,1,2
משה לוק ושמעון סיבוני ''לנו ניתנה'',משה לוק,0,1
ניגון שמחה  צמאה בני פרידמן,בני פרידמן,4,5
שמוליק לונגר יואלי קליין מאיר ל מיין קינד Shmulik Lunger Yoeli Klein,יואלי קליין,2,3
בנצי שטיין מגיש יצירה חדשה ''שיר ציון'',בנצי שטיין,0,1
מידד טסה - התורה כוללת כל הטובות שבעולם,מידד טסה,0,1
דייויד טויב וגיל ישראלוב בדואט חדש ''דיינו'',דייויד טויב,0,1
שמילי אונגר עם 'ניגון חיזוק',שמילי אונגר,0,1
"הראל סקעת, זוהר זכרוב גיבור של אמא",הראל סקעת,0,1
אפרים מנדלסון וילד הפלא מוישי ברזל ''מתי'',אפרים מנדלסון,0,1
ישראל אדלר ומקהלת נרננה מגישים שיר חדש לכבוד סיום השס גוט יום טוב רבנן,ישראל אדלר,0,1
- גד אלבז - אתה שלום - מזרחי,גד אלבז,1,2
שלום ברנהולץ בסינגל מרגש לחודש אלול - שמעה תפילתי,שלום ברנהולץ,0,1
ישי ריבו שר למוישי הולצברג בבר מצווה את הלב שלי,ישי ריבו,0,1
שולי רנד ועמיר בניון בסינגל חדש ''כשאנחנו מנגנים'',שולי רנד,0,1
& ארי היל - אבא (רמיקס - אהרון קופמן),ארי היל,1,2
"מיכה שקד התחזק, ומגיש אלבום יהודי ראשון עלינו לשבח",מיכה שקד,0,1
"בערי וועבר, אברום מרדכי שוורץ, אלי מרכוס, יענקי היל, ומקהלת זמירות על במה אחת",בערי וועבר,0,1
"בערי וועבר, אברום מרדכי שוורץ, אלי מרכוס, יענקי היל, ומקהלת זמירות על במה אחת",אלי מרכוס,7,8
פיני איינהורן משחרר שיר נוסף מתוך האלבום ''ממזרח שמש'',פיני איינהורן,0,1
יהורם גאון - בלדה לחובש,יהורם גאון,0,1
יענקי היל סוחף במחרוזת שנייה בסדרה מחרוזת משירי אברהם פריד,אברהם פריד,8,9
מקהלת שירה ו'יונגערליך' וסבבה מחדשים שושנת יעקב,מקהלת שירה,0,1
- אהרן רזאל וקובי גרינבוים - מי שאוהב - מקורי,אהרן רזאל,1,2
אודי דמארי - נחכה לך וואקלי,אודי דמארי,0,1
יונתן שחר משחרר סינגל חדש ’תשרת’ שמו,יונתן שחר,0,1
בוכי גליק בסינגל בכורה - הושענא,בוכי גליק,0,1
ליפא שמעלצר מגיש סינגל חדש 'מסע בזמן',ליפא שמעלצר,0,1
מוטי גולדמן ושלומי ברנשטיין שרים 'כל הפושט יד',מוטי גולדמן,0,1
קובי ברומר וקובי גרינבוים עם סינגל חדש ''ואהבת'',קובי ברומר,0,1
מיין טייערע לעכטעלע נחמן כהן,נחמן כהן,3,4
אהרלה סמט מחדש ''אב הרחמים'' מאלבומו השני בסדרת ''אווירא דארץ ישראל 2'',אהרלה סמט,0,1
אבי מילר בביצוע מרענן לבֹּאִי בְשָׁלוֹם מתוך לכה דודי,אבי מילר,0,1
כל האור בעולם מיכה גמרמן,מיכה גמרמן,3,4
ארי היל ומשה דוד וייסמנדל סוחפים - טאטאלע,ארי היל,0,1
עומר אדם - מודה אני,עומר אדם,0,1
REBBE TELL ME  פרויקט TYH מנדי וורך,מנדי וורך,6,7
אלי פרידמן בלהיט היפ הופ חדש חדש מרכבות פרעה,אלי פרידמן,0,1
אברהם פריד מגיש אוטוטו בביצוע וואקלי,אברהם פריד,0,1
חיים גרין - לחירותינו,חיים גרין,0,1
בני פרידמן בסינגל הוקרה למחנכות (אנגלית),בני פרידמן,0,1
טל גור - וחג שבועות תעשה לך,טל גור,0,1
שלומי קצנלבוגן ואמן הקומזיצים איציק כהן בקומזיץ מיוחד עם בני הישיבות,איציק כהן,4,5
אברהם פריד עם פרויקט רילקס חלק 2,אברהם פריד,0,1
"שלום למר, בני פרידמן ואיציק דדיה במחרוזת שירי ''חנן בן ארי''",שלום למר,0,1
"שלום למר, בני פרידמן ואיציק דדיה במחרוזת שירי ''חנן בן ארי''",בני פרידמן,3,4
"שלום למר, בני פרידמן ואיציק דדיה במחרוזת שירי ''חנן בן ארי''",חנן בן ארי,10,12
חיים נחמן ומנדי ג'רופי בסינגל חדש בביצוע משותף - ''הקהל'',חיים נחמן,0,1
זאנוויל ויינברגר בלחן של מאיר ברמן ''פדה היום'',זאנוויל ויינברגר,0,1
19 אם תעירו - נפתלי קמפה,נפתלי קמפה,4,5
"אייזיק האניג, תזמורת סבבה ומקהלת שירה 'ברכת הכהנים' של יוסי גרין",אייזיק האניג,0,1
"אייזיק האניג, תזמורת סבבה ומקהלת שירה 'ברכת הכהנים' של יוסי גרין",יוסי גרין,12,13
שלומי ברנשטיין בסינגל ייחודי חדש שיר השירים,שלומי ברנשטיין,0,1
פותחים את זמן אלול ישי ריבו – אור החיים,ישי ריבו,4,5
אוהד מושקוביץ ו'ידידים' במחרוזת חופה מרגשת,אוהד מושקוביץ,0,1
תזכנו להיות בשמחה הראל טל,הראל טל,3,4
יעקב שוואקי מחדש את הקלאסיקה אלוקים נתן לך במתנה,יעקב שוואקי,0,1
דורש נא דורשיך – יצחק מאיר בסינגל אלולי,יצחק מאיר,4,5
חיים מאיר ערפס – וי,חיים מאיר ערפס,0,2
איתמר שטיין מארח את מוישי פרסברגר-מחרוזת דאנס חנוכה,איתמר שטיין,0,1
אלי סלומון בסינגל בכורה – הטוב יישאר,אלי סלומון,0,1
אלבום חדש 'לחיים חסידים' - מבית ר' יוסף משה כהנא - דוגמא,יוסף משה כהנא,10,12
מקפיץ מחרוזת להיטי חתונה עם שמחה ליינר,שמחה ליינר,5,6
אהרן רזאל ורועי אלקיים בסליחות ראשונות,אהרן רזאל,0,1
החזן שלמה גליק מרגש בשיר חדש חנני השם,שלמה גליק,1,2
שימי יונייב & אלי קליין - מחרוזת פורים פארטי,שימי יונייב,0,1
שימי יונייב & אלי קליין - מחרוזת פורים פארטי,אלי קליין,3,4
הזמר סיני מעודה מגיש את אמר רבי יוסי,סיני מעודה,1,2
יענקי דסקל מוציא דיסק חדש קבלת שבת,יענקי דסקל,0,1
יצחק רייס בסינגל שלישי כל עצמותי תאמרנה,יצחק רייס,0,1
ביני לנדאו בשיר חדש עם מילים מיוחדות באמונה ''קדם'',ביני לנדאו,0,1
שלומי ברנשטיין בסינגל חדש ''היטן שבת'',שלומי ברנשטיין,0,1
"אהרלה סמט, בנצי קלצקין, מלכות  רצה הקבה",אהרלה סמט,0,1
"אהרלה סמט, בנצי קלצקין, מלכות  רצה הקבה",בנצי קלצקין,3,4
שולי רנד - דע בני אהובי,שולי רנד,0,1
ראובן בקר ואיציק דדיה מציגים – מחרוזת ריקוד,ראובן בקר,0,1
מיילך פראנק & שרולי גרין ב ''תשובה ותפילה של ליפא שמלצר,שרולי גרין,3,4
מיילך פראנק & שרולי גרין ב ''תשובה ותפילה של ליפא שמלצר,ליפא שמלצר,10,11
משה יעקב – צאתך לשלום,משה יעקב,0,1
עובדיה חממה מארח אבי בניון - בשבילך נברא עולם,עובדיה חממה,0,1
עובדיה חממה מארח אבי בניון - בשבילך נברא עולם,אבי בניון,3,4
אברימי לונגר ותזמורת פייער – קרב יום,אברימי לונגר,0,1
איציק דדיה בסינגל חדש ''רק אמונתי'' ההספד של אבי הילדים שנהרגו באסון מירון,איציק דדיה,0,1
יענקי ברוין וארהל'ה סאמט מארחים את להקת יאפצ'יק הנרות הללו,יענקי ברוין,0,1
חיים ישראל בסינגל חדש אב הרחמן,חיים ישראל,0,1
'משאלות' מחדשת את 'תחשוב טוב' של אודי דוידי בגרסה שקטה,אודי דוידי,10,11
אברהם פריד מגיש סינגל חדש חסד ומשפט,אברהם פריד,0,1
"חיים חיים - רולי דיקמן, שמחה פרידמן ויהודה פליישמן",רולי דיקמן,3,4
"חיים חיים - רולי דיקמן, שמחה פרידמן ויהודה פליישמן",שמחה פרידמן,6,7
17 דודי קנפלר ו-שירה- בגרסת כיסוי ל-אין עוד מלבדו- באידיש,דודי קנפלר,1,2
ליפא שמעלצר בשיר תפילה חדש הייל אונז אויס,ליפא שמעלצר,0,1
ריבונו של עולם (ספירת העומר) חיים אליעזר הרשטיק,חיים אליעזר הרשטיק,7,9
08 א אידעלע - יענקי דסקל,יענקי דסקל,4,5
ר' חיים בנט מפתיע עם לחן לפסח ''והיא שעמדה'',חיים בנט,2,3
משה קליין בסינגל - בואי בשלום,משה קליין,0,1
מאיר ישראל בסינגל חדש צעדים,מאיר ישראל,0,1
אבי בן ישראל - חיילים בצבאות ה'   וידאו קליפ (2014),אבי בן ישראל,0,2
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",משה לוק,0,1
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",דודי קאליש,3,4
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",משה קליין,6,7
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",שמחה פרידמן,9,10
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",מידד טסה,12,13
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",משה דוד וייסמנדל,15,17
"משה לוק, דודי קאליש, משה קליין, שמחה פרידמן, מידד טסה, משה דוד וייסמנדל, נתנאל ישראל - סוכות מ..",נתנאל ישראל,19,20
"שמוליק קליין, חסידימלעך, מנדי ברנדויין - השיבנו",שמוליק קליין,0,1
03 הקאפעליע - יוני שלמה,יוני שלמה,3,4
"יעקב דסקל, בנצי קלצקין ןמקהלת מלכות, יענקי לנדאו ותזמורתו ''דאנקען''",בנצי קלצקין,3,4
שמע בקולה מיכאל אזולאי,מיכאל אזולאי,2,3
ישיבת תורת יעקב - משפחה (קאבר שמילי אונגר),שמילי אונגר,7,8
אברהם פריד שר את הלהיט מהמופע ''בית לשמי'',אברהם פריד,0,1
יעקב חיים אינדורסקי מגיש מודה אני לפניך בלחן חדש,יעקב חיים אינדורסקי,0,2
איציק וינגרטן בסינגל קצבי חדש נגינתי,איציק וינגרטן,0,1
שרוליק רייזמן והאמנים מבקשים מהקבה ''זכרנו לחיים'',שרוליק רייזמן,0,1
מוטי שטיינמץ וישי ריבו ריגשו עם הלהיט נפשי,מוטי שטיינמץ,0,1
יומי לואי והזמר אבי פרץ במחרוזת חופה מרגשת,יומי לואי,0,1
יומי לואי והזמר אבי פרץ במחרוזת חופה מרגשת,אבי פרץ,3,4
הערשי רוטנברג שר לראשונה בן תורה,הערשי רוטנברג,0,1
ארז יחיאל  זה הזמן לסלוח  גרסת רדיו,ארז יחיאל,0,1
מוישי שוורץ & האחים בלומשטיין - שפע עד בלי די,מוישי שוורץ,0,1
אברהם דוד ותזמורת 'בלו מלודי' תוכו רצוף אהבה,אברהם דוד,0,1
חיים ישראל ומשה מרגליות - רבות מחשבות,חיים ישראל,0,1
בערי וועבר מגיש לקראת פרשת וישב את שירו המרגש מלא מסר ''עוד יוסף חי'' מאלבומו ''קרבן'',בערי וועבר,0,1
מוטי שטיינמץ וידידים עם אחד מניגוני הרגש הגדולים,מוטי שטיינמץ,0,1
אריה קונסטלר בביצוע אקוסטי - קלי,אריה קונסטלר,0,1
שולי רנד ויצחק מאיר בדואט מיוחד נפשה חמדה,שולי רנד,0,1
שלמה רג'ה שר עוד כוס קפה במז'יבוז',שלמה רג'ה,0,1
אלחנן נגר - גיל מצוות,אלחנן נגר,0,1
שמחה פרידמן מחדש ''ניגון לרקוד איתו'',שמחה פרידמן,0,1
"אבי פרץ מגיש מחרוזת כניסה לחופה, נוסח בני עדות המזרח",אבי פרץ,0,1
תזמורות המנגנים ופריילך מבצעים את מארש 'אין קצבה' של חסידות גור,המנגנים,1,1
אברימי רוט שר – שהשלום שלו,אברימי רוט,0,1
אוהד מושקביץ בקונצרט עם מקהלת ידידים 2017,מקהלת ידידים,4,5
פינקי וועבר מרגש עם יצירה מיוחדת לימים הנוראים אזכרה,פינקי וועבר,0,1
יוחי בריסקמן מגיש פרוייקט X עם ארי היל ואלי מרקוס - דוגמה,יוחי בריסקמן,0,1
יוחי בריסקמן מגיש פרוייקט X עם ארי היל ואלי מרקוס - דוגמה,ארי היל,6,7
ברוך לוין & בני פרידמן - והערב נא,ברוך לוין,0,1
ברוך לוין & בני פרידמן - והערב נא,בני פרידמן,3,4
15 לוי פולקוביץ ושלום למר ומקהלת שירה ותזמורת פריילך בדואט נוסטלגי א אידישע מאמע,לוי פולקוביץ,1,2
אברימי רוט משחרר כעת סינגל חדש בשם ''שיר של בית המקדש'',אברימי רוט,0,1
שמחה ליינר בילה יותר מדי זמן בשטיפת הרכב,שמחה ליינר,0,1
ישראל אדלר & מקהלת שירה - קל מלא רחמים,ישראל אדלר,0,1
ישראל אדלר & מקהלת שירה - קל מלא רחמים,מקהלת שירה,3,4
המופע המשותף של גדולי הזמר אברהם פריד ומרדכי בן דוד,אברהם פריד,5,6
החזירנו חיים ישכיל,חיים ישכיל,1,2
שלום ברנהולץ - מלאכי השלום,שלום ברנהולץ,0,1
הנחת אבן הפינה לעיר התורה של אמריקה הלטינית - עיר התורה במקסיקו - יעקב שוואקי,יעקב שוואקי,13,14
יואלי קליין ושייע גרוס בלהיט חדש ומקפיץ ''שיטה הקדושה'',יואלי קליין,0,1
שלמה כהן - למען תורתך הקדושה,שלמה כהן,0,1
יונתן שחר בשיר נוקב ממה אתה בורח,יונתן שחר,0,1
נפתלי קמפה בשיר ''למענך'' מתוך אלבומו החדש ''זמן אלול'',נפתלי קמפה,0,1
עמרם גרין מגיש - חלקי השם,עמרם גרין,0,1
הזמר אוצר מארח את הראפר ניסים בלאק – השם שומר,ניסים בלאק,5,6
'שלח מלאכיך' – אוהד מושקוביץ,אוהד מושקוביץ,5,6
ידידיה חייט - עם אחד,ידידיה חייט,0,1
אביתר צדוק ונתנאל נגר- סדר העבודה,אביתר צדוק,0,1
איציק וינגרטן צועד לחופה בסינגל חדש ''צועדים לחופה'',איציק וינגרטן,0,1
- שלמה כהן - והיו עיני וליבי שם - חסידי,שלמה כהן,1,2
נוסי לנדאו & שרולי גרין - זייגער'ל,שרולי גרין,3,4
אוהד מושקוביץ שר 'אם אשכחך'' מאלבומו 'בשעה טובה',אוהד מושקוביץ,0,1
שמילי אונגר באלבום חדש מדרגות,שמילי אונגר,0,1
אלי סלומון בסינגל חדש שביר,אלי סלומון,0,1
ארי היל - איכא בשוקא,ארי היל,0,1
