text,label
יוסל'ה קרישבסקי,0
אליעד באום,0
ספיר ברגר,0
לני רז,0
אלרם בניסטי,0
אחיה רוזנברג,0
עלי מוהר,0
שקד דודיאן,0
דוד פודלובני,0
שחף לאון,0
שגב שולץ,0
יעקב עופר,0
ירחמיאל מדר,0
אבריימל פריד,0
צחי ספיר,0
יוחנן גיבל,0
אליעד ספיר,0
היום השמיני,0
תמיר הילר,0
לירן שושני,0
נחמיה שריקי,0
אלירן עמוס,0
אוריאל דויטש,0
דניאל שפירא,0
גיל מלמד,0
ישראל פוליאקוב,0
איתמר שטיין,0
גבריאל גואטה,0
אורי דאמרי,0
אבינועם שטרית,0
פ. אספיסהש,0
אושריאל קריזר,0
רובין בונפלד,0
יואב סלע,0
מאיר גולדנברג,0
עמיחי עמיר,0
כרמי אוזן,0
ברי ברים,0
אריה קרישבסקי,0
אוראל לנקרי,0
גבי שמיר,0
שלמה רביץ,0
שלומי סלהוב,0
רגב ראובני,0
גור יצחק,0
אמיר מזרחי,0
יותם חיו,0
לייבי ווידער,0
עדי קליין,0
טוביה חילו,0
אביחי צנעני,0
מרדכי יצהר,0
ירון לנדאו,0
אלדד עסיס,0
אלנתן אברג'ל,0
דוד קויפמאן,0
אפרים נאור,0
מקהלת שמחה ותפילה,0
עופרי שלו,0
דניאל קראון,0
בועז גדקה,0
שילה גורביץ,0
הדי מסרטי,0
אליהו סבן,0
נדב ביטון,0
פינקי ובר,0
נדב קומרובסקי,0
שאלתיאל מגירה,0
מירון קוצינסקי,0
אביחי סטמפלר,0
אברומי הולצלר,0
הקינדרלעך,0
נריה חזוט,0
אלקנה גפני,0
צביקה בנדר,0
משה חיון,0
יוני גנוט,0
צבי גרינולד,0
אוהד אסרף,0
שגב בדוסה,0
בארי קפואנו,0
אליחי אגיב,0
בערי וובער,0
עומרי רזומני,0
שולי רנד,0
מישל גפנר,0
צפריר ויצמן,0
דקל יודוביץ',0
אלכסנדר רופא,0
מרק ורשבסקי,0
שרגא הס,0
מקהלת 'פרחי שמים',0
אילן כלפון,0
לני סלומון,0
נתן הלוי,0
אתי מקונן,0
אליהו שטרנברג,0
גדעון אנה,0
יוני זיגלבוים,0
בצלאל ורקר,0
עשהאל בריל,0
משה הומינר,0
האחים אזולאי,0
ניצן בוטמן,0
ליאור זיס,0
פנחס שוסיוב,0
אורי פרג'ון,0
ריי רובין,0
תמיר בלאיש,0
שמואל חתוכה,0
עילי חסקי,0
סימן חחיאשוילי,0
צבי קופרמן,0
אהרון שטייניץ,0
גד זרביב,0
ברוך לוין,0
גילי וינטר,0
שליו פרץ,0
פיניע שטיינווארצעל,0
ארבל רדאי,0
אלימלך וינר,0
לירן יוזף,0
מור רפאל,0
עוזיהו כהנא,0
עמוס רובינשטיין,0
שגיא גבעול,0
גידי דבוש,0
אלי גרשטנר,0
יועד ממן,0
רפאל פלדמן,0
אוריאל סעדי,0
שרלי אושרי,0
מורי עבדוש,0
רוי מורנו,0
רז הרטמן,0
שלמה כץ,0
מוטי אוזן,0
עיליי אבן,0
מלאכי גבריאל,0
יחזקאל שפיר,0
אלישע בנאי,0
ערן רפאילוב,0
עילאי דסה,0
משה לוי,0
נמרוד סמולר,0
עומר גדי,0
אברהמי רוט,0
שניר אלדד,0
דור בשארי,0
אדר בטשוילי,0
נתנאל עמר,0
שוע רוז,0
צוריאל קופרמן,0
זיו רביבו,0
יעקב רוטבלט,0
מיכה שקד,0
רפאל נחשון,0
יהודה צ'יק,0
מאיר גרין,0
אלכסנדר בלנש,0
רחמים אברהמוביץ,0
נחמיה ימיני,0
ישראל רנד,0
גולן יונתן,0
יצחק רוזנטל,0
אדר ישראלי,0
נתיב יאנובסקי,0
רני סלומון,0
דורי עמר,0
אלי תמיר,0
אריק פלדמן,0
מקהלת צלילי תקווה,0
טום רהט,0
גדעון זכאי,0
שמואל טרקו,0
יוחנן שבתאי,0
נתאי צרפתי,0
בניה כוכב,0
להקת ארמוניה,0
אלישי ארד,0
עומרי סגל,0
שי אגרונוב,0
אורן צור,0
פטריק ברואל,0
חילו גנוט,0
ערן טבק,0
אביב אוחנה,0
משה קדמי,0
דוד שאמולא,0
מתיתיהו אמסילי,0
קאי נעים,0
זיו דויטש,0
אייל אביב,0
משה רוזנברג,0
ליעוז חיון,0
נוי הררי,0
יוסף מרדכי,0
גלי לנג,0
עדן וולף,0
אלעד חמו,0
קובי לביא,0
יהודה אברמוביץ,0
זאבי גיניג'ר,0
יעקב יוסף עבאדי,0
אלירן אלבז,0
נחמן יצחקי,0
יונה סולומון,0
חיים בנעט,0
יהושע האנשטטר,0
הרצל אביטבול,0
גיורא מיכאלי,0
מקהלת שירת הים,0
מקהלת 'כתר',0
בנצי טאבאק,0
קובי אפללו,0
אלעזר וולקוביץ,0
פנחס בראון,0
בר בלום,0
אלקנה ווייס,0
איתמר ברוך,0
הוד סויסא,0
יונתן שחר,0
עזרא דרורי,0
שמעון הערשאפט,0
מאיר בלוך,0
חננאל אזולאי,0
חנן נמיר,0
ליאור שמעון,0
אלי שוובר,0
אלישיב קופרברג,0
שרגא נעים,0
אלמוג שריר,0
עלי דובינסקי,0
פנחס אושרי,0
חן ג'מבר,0
אדיר הרכבי,0
קובי ביניאשוילי,0
מקהלת שיר ושמח,0
אלי סיטבון,0
מקהלת 'נרננה',0
רז גרינברג,0
יהושע מנדלוביץ,0
אבא תומר,0
רז קלדרון,0
אורן דוד,0
מעיין סלומון,0
פאר טויטו,0
משה בר,0
שמואל ליבוביץ',0
אריאלה כץ,0
אלון אלימלך,0
דביר מולוקנדוב,0
יוסי פרימן,0
תומר סבאג,0
מאור יצחק,0
אורי טויטו,0
ארמונד סוסנה,0
אריאל מימוני,0
טלאור סספורטס,0
נתנאל סויסא,0
נחמן הלביץ,0
עוזי שלום,0
תמר אביב,0
ישורון צימרמן,0
שמואל ארהנטל,0
אתי איזנר,0
אהרן ווירצבערגער,0
שוהם וגמן,0
שמואלי אונגאר,0
מסעוד ישי,0
רוסלן זילברשלג,0
מורן יפרח,0
ליאור גבע,0
חיים בלומנפלד,0
רפי גילאון,0
עופרי בורד,0
ברק צרפתי,0
דני מאמו,0
דוד יצחק אמיר,0
מתי שריקי,0
לידור פינצי,0
טומי איילה,0
יוסי אמר,0
יוסף שאול,0
אילעי אשר,0
מקהלת בני הישיבות,0
אוריאל שפירא,0
נתן גושן,0
יצחק ריוח,0
ערן קליין,0
כרמי מיכאל,0
אבירם מליכוב,0
רמי בילמן,0
אלי יפה,0
אברומי ברקו,0
חנן יובל,0
אשר ינאי,0
אלישיב פלדהיים,0
מאיר הופשטטר,0
מוישי בורגר,0
מנדי פיאמנטה,0
עדי גביסון,0
אלחי לגריסי,0
איציק אשל,0
חילי גענוד,0
אדיב כץ,0
ציונה ברמן,0
אלעד קוסקס,0
נתנאל קרמר,0
עמוס עוז,0
עמית ליסטונד,0
עירן גולדין,0
פיני מאיר,0
חנוך חן,0
ישי שלר,0
מוטי ווייס,0
אלדד אברמוב,0
טוהר ברונפמן,0
משה טישלר,0
עידן אריה,0
נועם כהן,0
איציק מימון,0
יחיאל ששון,0
רענן וולפסון,0
ארי שבתאי,0
דוד רוזן,0
אבנר יהודה,0
צדוק חמד,0
יונתן קזימירסקי,0
שיר דוייב,0
נדיר גרידי,0
איציק קלישר,0
איתן חכים,0
לוי שלומוב,0
הרצל שמרלר,0
עפר כהנא,0
עוזי פלדמן,0
עידן רפאל חביב,0
שי רבייב,0
ברוך אביטן,0
אהרן עמרם,0
יאיר בודנר,0
ירון טובול,0
מקהלת 'שיר ושבח',0
שמשון חברה,0
אלחנן קקון,0
בוב דילן,0
מנדי ווארש,0
מבד,0
אלרואי פלדמן,0
אביגדור אוחיון,0
איתן פרייליך,0
שי צברי,0
רביד אללוף,0
משה וייס,0
דוד סיטבון,0
נחמה ריבלין,0
אריה גולדברג,0
שמואל פלג,0
יורם גלוסקינוס,0
אליסף אטיאס,0
לישי חדידא,0
משיח אביבי,0
אלעד גינצברג,0
שילה אליה,0
דוד נעים,0
אוריה ליבוביץ,0
אמוץ חורי,0
לאון קורקוס,0
בנימין קלצקו,0
אלמוג זינדאני,0
יגל סטולרו,0
סטיב פלגי,0
ברק וולף,0
יוחנן שרגל,0
ארנון ליברזון,0
חנן מיארה,0
משה ווייס,0
עופרי גולד,0
ניר באזוב,0
יואלי שטיינברג,0
רפאל מאיר הלפרט,0
אלרועי ששון,0
חננאל משיח,0
יאיר בלשר,0
גרשי ישראלי,0
אוהד ראדי,0
טום חזיזה,0
לוי דומב,0
יצחק לוי,0
הערשי רוטנברג,0
מנור גבריאלי,0
מאיר אמסילי,0
ישראל פרידמן,0
גיא טולמסוב,0
אילן רוטמן,0
דוד סרברו,0
שילה הררי,0
ישראל ויליגר,0
עמרם בלוי,0
אביחי דרף,0
אבי פיאמנטה,0
יעקב פרידמן,0
אבי דונט,0
מורן שפסה,0
שלומי שבת,0
אסיף רוסין,0
עופר שפר,0
שלמה גרוניך,0
מאיר אלבז,0
איציק שריקי,0
אורי זיו,0
אמיתי בן-חמו,0
הרב אלימלך בידרמן,0
הרב שלום רובשקין,0
הרב יגאל כהן,0
הרב פנגר,0
הרב ברוך רוזנבלום,0
הרב מנשה ישראל רייזמאן,0
יואלי יורוביץ,0
מיילעך פויגל,0
פיני (פנחס) לנדאו,0
הרב בנימין פינקל,0
הרב יצחק פנגר,0
יוסי שטנדיג,0
שמואלי אונגר,0
האחים בערקא,0
יוסי דסר,0
משה סטורץ,0
מוטי גאלדמאן,0
אהרל'ע סאמעט,0
דוד סטבון,0
אדיר בכר,0
רמי קליינשטיין,0
ירימיה דמן,0
צבי וויס,0
דודי שוומנפלד,0
אלירז מסס,0
נחמן הכט,0
בני וילנר,0
יניב כהן,0
מוטי רוטמן,0
מיילך בורנשטיין,0
משה מינץ,0
טנק יו השם,0
שמוליק גריינמן,0
משה קוסוביצקי,0
גבריאל קלצקו,0
אייל זכאי,0
ארנון יהל,0
מוטי גרינבוים,0
ישראל איבגי,0
יוני Z,0
אמני ישראל,0
פינקי וועבער,0
הרב יושע ברויער,0
מוישי רוט,0
איצי הנקין,0
שלוימי מייזלר,0
תזמורת ליסטיג,0
מקהלת נגינה,0
מקהלת פיטסבורג,0
שמעון עקיבא שפיץ,0
שחר חניה,0
ליאו גייל,0
אופק גליק,0
אמיתי דוד,0
קאי סינר,0
רני יהב,0
מקהלת אשדוד,0
לייבי וידר,0
נחמן ביטון,0
דרור גיימני,0
פרחי ניו יורק,0
איילת אלימלך,0
ליאם אברהם,0
יותם רויטנברג,0
ניו יורק בויס,0
ראם חדד,0
צח הרמן,0
נוי לבובסקי,0
און תגר,0
אלרוי קריספין,0
נוה שטרן,0
סתיו ספיר,0
עידו בן-חיים,0
אילון פתאל,0
אברהם זייבלד,0
מקהלת זמר תנועה,0
איתן קלינמן,0
שמשון צ'רניאק,0
שחר עילם,0
שמעיה קליין,0
עפרה חזה,0
אבנר אביטל,0
גיל ישראלוב,0
ארהל'ה סמט,0
אוראל סלמן,0
שעיה לקסיר,0
צביקה קוזין,0
יוסי בנאי,0
עמירם צוקרמן,0
רחמים פלישר,0
ניל זיתון,0
לישי פומין,0
יניב בן משיח,0
איידן פלג,0
חיים י. היילפרן,0
שרולי ליפשיץ,0
אלון דוד,0
יוני רכטר,0
אימרי דנוס,0
לייב גלנץ,0
עמיר כהן,0
יואל ראטה,0
שימי לפשיץ,0
לאון פרנקל,0
דוד רוזנפלד,0
מקהלת לב,0
אשר קרמר,0
שרון גבאי,0
אראל חג'ג,0
אייל יהודה,0
ישעיה בלאס,0
גלעד מזרחי,0
ישי דוד,0
ניב סיומין,0
שי לייכטמן,0
שמואל הוניג,0
ספיר בר-לב,0
חן איילאו,0
בצלאל יהוד,0
פאר בינייב,0
דוד חסין,0
שלמה בר,0
צבי יהודה,0
מרדכי דוד כץ,0
נבו חייקין,0
צבי פלדר,0
מאיר צרפתי,0
נאור יעקוביאן,0
משה ולרשטיין,0
שלמה גורן,0
מתנאל בולג,0
רם קרפט,0
רזיאל ברק,0
יניב אלבום,0
מוטי פלדמן,0
עמינדב קוטובסקי,0
מנחם פיליפ,0
גל פריד,0
לייזר סטורך,0
עידן אלטמן,0
שרגי גשטטנר,0
רון אליהו,0
איליה טרום,0
עוזיאל סויסה,0
זאבי קאופמן,0
אביב אלוש,0
נתן שטיינברג,0
ליאור אוחנה,0
עופר האואר,0
אלחנן פריבר,0
אורין וולך,0
ליפא שמעלצר,0
מאיר ברוק,0
לביא שוורץ,0
אליסף אמסלם,0
עמי גיאת,0
שניר רסד,0
איליי קנטור,0
תובל שור,0
יוסי ראדאל,0
אסף אלוש,0
אילון שקד,0
חגי אלפסי,0
איילון מלין,0
שחר רוקח,0
גונן אלברט,0
טים שושני,0
רם אברמוב,0
דורון נאור,0
ים ברמן,0
משה פיינשטיין,0
שרון יטמניו,0
צביאל סלמן,0
גד דחליקה,0
צחי ווקר,0
אייל כהן,0
ג'קי גבאי,0
אוף שימחעס,0
אימרי אבקסיס,0
ג'ורג' בר,0
אוריאל בוזגלו,0
גיל עקיביוב,0
סהר מורי,0
מאיר אדלר,0
אהרן קליין,0
חגי מקונן,0
שניאור אסרף,0
דילן הראלי,0
רואי הישראלי,0
יהודה בן דוד,0
יוסף יואל,0
אליקים ליפשיץ,0
דב שורין,0
דוד פלדמן,0
ליאון איסלר,0
נועם סרור,0
אלאור דאר,0
אלישע ספיאשווילי,0
יונתן שיינפלד,0
מקסים בדני,0
ברק אייזנבאך,0
ימין סלמאן,0
פלג הררי,0
עמיר מלאכי,0
יחיאל אריה פליגמן,0
אורין דמארי,0
יוסלה רוזנבלט,0
אליאור קרקליס,0
תדהר וולקוביץ,0
עמי הלר,0
עידו בוקשפן,0
מתתיהו פרלמן,0
ריש לקיש,0
ישי זנו,0
חיה שור,0
אלי סלומון,0
משה מנדלוביץ,0
אלי (אליהו) ביער,0
יחיעם גינצברג,0
סהר געדי,0
אריק כדורי,0
ברוך גרינבוים,0
מיתר הזיזה,0
יעקב מוצן,0
עמוס ברקוביץ,0
פינקי וובער,0
אליאב קדמי,0
עידו שריבר,0
שוהם קוטלר,0
אוריאל אסלן,0
גרשון שטרצר,0
האחים פורטנוי,0
אביתר צדוק,0
דביר שלוש,0
יער מאור,0
חיים פלאש,0
אילון רוט,0
ליעם רונן,0
יהלי רזיאל,0
אבי ריימי,0
עמיר סקבירסקי,0
חנניה וילנסקי,0
איתמר תמרי,0
רזיאל זאהן,0
נועה אדרי,0
משה חרץ,0
ארן שורץ,0
רוני נסים,0
גבריאל חסון,0
אברהם זיגמן,0
אימרי אקוניס,0
אבי פרייר,0
ליאל בקל,0
עזריאל רוזנשטיין,0
גל אורן,0
חיים דוד ברסון,0
תמר כדורי,0
עדי קובלצ'וק,0
ריאן ענבל,0
שילה עזרא,0
גיא הראל,0
מיקלוש גפני,0
אברהם דהאן,0
חיים מידני,0
אהרלה סמט,0
חנן בוטמן,0
ריי אלבז,0
שגיא גיגי,0
רולי דיקמן,0
ראובן פוירשטיין,0
מיתר לנדסמן,0
אושר גונן,0
סיני קטרי,0
ניב רוגוב,0
ערן טוריאנסקי,0
אלעזר חן,0
אריק דביר,0
ריף זכריה,0
ירין פייגין,0
יגאל מלכה,0
פיני ברגר,0
עומר בכר,0
בן ציון קלצקו,0
רפאל אלון,0
אבי אברהמי,0
מקהלת שיר ושבח,0
אריאל צור,0
אליעד אלביליה,0
חנה גולדברג,0
יונתן היל,0
קאי צמח,0
ברי מסיקה,0
אברהם יצחק בוזגלו,0
שאול ריזל,0
דן מלול,0
רוי ארז,0
יואל לויטוב,0
עקיבא נוף,0
אליעזר אברג'יל,0
הילל ברייטשטיין,0
נריה אליהו,0
לידור ברנע,0
אלכסנדר נמני,0
עמירן דביר,0
אמרי נשיא,0
יואל דוד גולדשטיין,0
נטע קנדלקר,0
עילי אמירא,0
יוסי ברדא,0
מתתיהו ששון,0
אגם רוזנברג,0
רענן מיכאלי,0
אריאל אוחנה,0
ראובן ורטהיימר,0
ניסן חי,0
מוריאל רובינשטיין,0
אהרן יוסף שפילמאן,0
אורי רוזנבלום,0
אבשלום פיינגולד,0
אדם לאו,0
שלמה לוי,0
אלחנן טסה,0
מנחם שטינמן,0
מתניה נויפלד,0
ליאון מנור,0
שלמה ווכטר,0
לידור דיין,0
אלאור עטיה,0
ליעוז רם,0
עופר שפיגלמן,0
הילאי יפרח,0
יוסף חיים ביטון,0
יגאל עמי,0
דגן הורביץ,0
עתי סילברמן,0
לייזר לויד,0
דין איסאקוב,0
ריי גולמן,0
יהודית פרץ,0
פרחי גייטסהד,0
שמשון גלעד,0
רם כרבי,0
יוגב מוזס,0
עמיאל צויג,0
איצי קליין,0
חיים י. אלפנר,0
דודי חסידים,0
אריק וולהיים,0
אוריאל ברקוביץ,0
גלעד רז,0
איילון עלימה,0
יעקב שחר,0
ינון ישראל,0
פרחי מיאמי,0
טל אלבז,0
להקת דבקות,0
יפתח וינברגר,0
אבי בניון,0
יואלי ליבוביץ,0
דב אינדיג,0
מטר גלעדי,0
אברימי שטראוס,0
עמיר נחמני,0
מאיר רוזבלום,0
יונה סעדון,0
הדר מורדוך,0
אריאל כהן,0
דולב הורוביץ,0
מקסים אדרי,0
מושיקו שטרן,0
יהונתן באור,0
אביאור יהודה,0
מאיר ישראל דדון,0
טל גור,0
מרום סלוני,0
תומר שילוני,0
דן בקרמן,0
גדליה קליין,0
יותם קטלן,0
אביאל אילון,0
נח קוג'מן,0
אליעזר בלומן,0
דניאל וולדמן,0
עקיבא שכטר,0
רפאל פרידר,0
ארז יעקובוב,0
יגל נאמן,0
חיים משה רכניץ,0
גילי אלפסי,0
אבי קראוס,0
בניה ליכטר,0
דני עמרם,0
צביקה עוליאל,0
שלום לוי,0
עוזיאל קניג,0
עתי טביב,0
מקהלת זמרה,0
זכריה קפלן,0
אופיר סרוסי,0
יוני גמרמן,0
ג'קי אליהו,0
שושנה גורן,0
מכביטס,0
שגיא גונן,0
אלדור פיטרס,0
אתי עומר,0
מקהלת שיר יהודי,0
נחום אפשטיין,0
מתנאל גליס,0
יוסף נויקומב,0
אלעזר פודור,0
גל רוש,0
אופק ברכץ,0
מור משרקי,0
אריאל בראנץ,0
שון מורדו,0
יוסף ויטל,0
ישעי'ה זאב טאבאק,0
דור שטרנברג,0
שרולי ורדיגר,0
אימרי אשכנזי,0
קול זמרה,0
נחום לייפער,0
רום מזוז,0
אסף קאהן,0
פנחס פינטו,0
יאיר סרוסי,0
נותי ליברמן,0
ליב חן,0
כרמל אפל,0
דולב ברנדויין,0
דרור בר,0
נתן אביעד,0
אלקנה אדרי,0
מבשר ספוזניק,0
שרון ישר,0
עוזי הלמן,0
שירה חכמון,0
מלכיאל ליכטר,0
אריה בן-ציון,0
שלו מנחם,0
דוד לייפר,0
עומר גלעדי,0
עופר אברהם,0
הדר סימנדוייב,0
פנחס דיגי,0
נוה רוטנברג,0
יהל אתאל,0
עירן דרבקין,0
אודי ישראלי,0
ענבר צור,0
אוריאל רייכל,0
דוד שמחה,0
צבי רוזנברג,0
אייל ישראל שטרנליב,0
אמרי גבאי,0
ירדן פלטה,0
אילי ריקלין,0
יאן סירי,0
שרגא מנשה,0
קובי וינר,0
מרניג סמאק,0
רום טיגבה,0
אורנה דץ,0
ברוך קורן-קונשטט,0
סלומון דקל,0
נחמן דדון,0
דקל גניש,0
צבי פעלדער,0
עומר עבאדי,0
מיכה נגר,0
טום אביב,0
בן ציון שנקר,0
יוסי ליבוביץ,0
אתי אנקרי,0
נאור כרמי,0
אמציה אשכנזי,0
רון חרמון,0
גבריאל ממן,0
שביט נוי,0
שבתאי הלפרין,0
אהוד עופר,0
דודו אהרון,0
זיו גורביץ,0
אלישיב רוח,0
אוהד סיון,0
יוסף צבע,0
דניאל אדמון,0
אילון בנימיני,0
יניר שפירא,0
עידו פורטל,0
דני קונסטלר,0
מנחם בן-נר,0
עזרא אייזנשטיין,0
נטע אוחיון,0
נטע קייט,0
שמחה בירנהאק,0
אלחנן גנץ,0
דן שעיו,0
נפתלי משה,0
זלמן דוידוב,0
חננאל ברוך,0
יוני שלמה,0
אבי ביר,0
יהונתן לביא,0
שוהם שמחי,0
עומרי רוט,0
ליאל ספנסר,0
קורן צרפתי,0
ארווין גלשאי,0
לירם גולדנברג,0
צור אלבז,0
דניאל צאיג,0
ארנון גינזבורג,0
בראל מסילתי,0
שריאל אבירם,0
מענדל ראטה,0
חופי הופמן,0
מקהלת 'ניו יורק בויס',0
גדי קובי,0
בארי אבוטבול,0
חביב גלילי,0
מקהלת נשמה,0
אמיל גרוס,0
בניה ברבי,0
חילי ברנד,0
דין ברודני,0
אלעד אלדד,0
לירוי דרזי,0
יהב סופר,0
עדיאל אורי,0
גדעון אבו,0
משה שולהוף,0
חן קוריץ,0
אבי גלסברג,0
גיורא קרני,0
צבי רייך,0
רון אליוף,0
יוסי הולצמן,0
שמשון דלקוביץ,0
סיני ביטון,0
מיכאל מרזוק,0
ישראל פרנס,0
נתי אביבי,0
רענן רוטר,0
פרדי מאור,0
רותם זהבי,0
אליאב שוסטרמן,0
ישראל מאיר פרידברג,0
שמשון שטבינסקי,0
מקהלת אהבתי,0
אוראל מטוסוב,0
שמחה ארביב,0
בועז מעודה,0
מקהלת 'קולות המלאכים',0
יוסי ויטמן,0
אלדר לביא,0
צוריאל קלוגמן,0
שלו מרגולין,0
ליאו קולקובסקי,0
יהל לנדאו,0
טימור אייל,0
נחשון סיבהט,0
צורי איוונוב,0
אייל פרנקל,0
יהודה שפירו,0
יאן פריס,0
יקיר יאיר,0
אליהו יפרח,0
ניצן שוקרון,0
משה כהן,0
אליה מגן,0
ירמיהו קרתא,0
שמולי שניידר,0
ראובן הרשיש,0
אבישי בדין,0
תום סיוה,0
אורי אל,0
פנחס מוניס,0
אלימלך פקר,0
לירם חנדלי,0
אוריאל אלבליה,0
און טויק,0
נחמן ברגמן,0
מתתיהו סלומון,0
לישי מיכאלי,0
ענבר ידיד,0
יורם מרדכי,0
עמיר קהרמני,0
צבי בועזיז,0
אבישי קליימן,0
קולין שחט,0
עזרא גיא,0
שמואל פרדניק,0
יששכר ארדיטי,0
אלי ברגשטיין,0
רובין שץ,0
דוד חפצדי,0
מנחם בלוי,0
שוהם אלקלעי,0
דקל איגרמן,0
האחים רזאל,0
צלי שטרן,0
שרולי קלצקין,0
פז אגו,0
אריק שקליאר,0
מקהלת הילדים 'אזמרה',0
רועי הרוש,0
שליו שטרן,0
רוי דמרי,0
דניאל פלצמן,0
אדיר ברנרד,0
לירוי ששון,0
שם סלאב,0
בנימין פוירברגר,0
אביעד מחפוד,0
ישראל אדלר,0
שגיא ריבלין,0
שוהם גרוס,0
דני פינקל,0
אבי אבורומי,0
נמרוד גלעדי,0
נבו טל,0
טליה שפירא,0
אורי ארביבו,0
ליאם ברודסקי,0
גיורא שבו,0
לאו סובלמן,0
יוסף ניוקם,0
אברהם הרשל,0
עודד בן חור,0
משה רוזנטל,0
זאב בריהון,0
אפק נוימרק,0
רענן אסיאו,0
אמנון זילברברג,0
אורין ברמן,0
ימין ישראל,0
פלא קופרמן,0
דורי גולדמן,0
יהושע לוינשטין,0
יוסף גרנות,0
מנדי שפירא,0
אבירן אהרון,0
ריף כוכבי,0
הלל רדעי,0
יעקב אביבי,0
יפתח אטינגר,0
שון בוטבול,0
יהודה שרון,0
פיני אינהורן,0
אודי אבוג'דיד,0
אהרן סיטבון,0
אהרון מרגלית,0
ליאם קוגן,0
נהוראי חממי,0
חננאל צימרמן,0
לוי פאלקוביץ',0
שלמה וייספיש,0
רם חדד,0
ליאל עמיחי,0
דוד שטיין,0
אחיה רובין,0
יעקב אורטנר,0
שלום קליימן,0
שליו שמע,0
אבי קלצקו,0
עומרי שטרן,0
שלו בן-סימון,0
שלמה אשר,0
שניר ארביב,0
יהושע אלון,0
שגב אמדו,0
פנחס ליברמן,0
רזיאל רכטר,0
משה גולדמן,0
ליפא גלנץ,0
משה גרין,0
ליאור שטרן,0
רפאל זמיר,0
יואב מזרחי,0
דביר צרור,0
זאב פרנס,0
אליה פנחסוב,0
יוני זיגמונד,0
אמיתי מור,0
ארבל עבדוש,0
מייק בראנט,0
שמואל רוזן,0
גילי גמליאל,0
אלעד לוזון,0
בן-ציון שלמה,0
בר רפאילוב,0
ישי שמואל,0
כפיר זילברשטין,0
יהודה אברהם,0
אורי שבח,0
איתי צעירי,0
אלישע פת,0
מייקל לגו,0
שיר גולדנברג,0
טל אלקיים,0
איליה וולס,0
ארי קליין,0
שוכי גולדשטיין,0
הרצל דלל,0
דוד רייכמן,0
יחזקאל מטלון,0
גרשון איפרגן,0
יוסי פת,0
ארבל גדעוני,0
איתן עמר,0
שלו נורוק,0
נחמיה גבע,0
שחף מימון,0
צבי גולדשטין,0
אביתר בנאי,0
גד חכים,0
אוהד סיאני,0
עמית נובוסלסקי,0
ידידיה סודרי,0
אבינועם שטייר,0
אורין האוזר,0
אדם טנגי,0
עמיר גאן,0
אלעד מנדלוביץ,0
משה בן ארויה,0
אלון מיטב,0
חיים אלטמן,0
בצלאל אסרף,0
יונה קריאף,0
גבריאל צדוק,0
אור רצון,0
פאר טסי,0
אבנר לוין,0
נדב בראל,0
אליסף אוחנה,0
ישראלי'ק בש,0
שני סרור,0
עוז חג'ג',0
יהוידע עמר,0
אורי פינס,0
יצחק יסעור,0
אלישע פרחי,0
שמחה מלצר,0
עזרא כלפה,0
תמיר מוריוסף,0
אביגייל רוז,0
יעקב ישראל,0
ישראל אליאס,0
שמחה כהן,0
מנדי ג'יי,0
ניראל דינרמן,0
יעקב פלמן,0
יובל פרל,0
חביב פריזנט,0
ינאי טל,0
פינקי וועבר,0
שמואל ברזילי,0
מנחם לוי,0
אופק ורדה,0
ישעיה קוקולייב,0
ניסים בלאק,0
יונתן גלבוע,0
אליאב עידן,0
אופיר אלבז,0
לוי בן-יוסף,0
ספי שפירא,0
ים ווייס,0
ישכר גולדין,0
דין ליפשיץ,0
בני דלנוקי,0
עמוס אלי,0
נפתלי מלכה,0
יוחאי רזניקוב,0
אפרים פינטו,0
אלברט נחום,0
עידו קפטן,0
טומי פסטרנק,0
דניאל סעדון,0
ציון צנגן,0
דניאלה שילה,0
מנחם קליין,0
חגי פהימה,0
צורי ינאי,0
יונתן שטנצל,0
ניר פרנקל,0
ברק קרמר,0
מתן מלכה,0
אייל מזרחי,0
אורון קקון,0
לני פויפר,0
שרון דרעי,0
אליעזר קאליש,0
עיטם גזית,0
אריאל זינו,0
פלג פרידמן,0
אוריאל מאור,0
מאיר בן דוד,0
משה יונתי,0
יפתח אברמוב,0
ישעי לברון,0
עילי נובק,0
יהושע שפורקר,0
אליהו גולדמן,0
צחי וינברגר,0
אלישע קלצקו,0
עמנואל זילברמן,0
אשר סרור,0
עמיחי גרוסגליק,0
נורי שחור,0
ישעיה אילאוויטש,0
דוד בן-גוריון,0
משולם ויזל,0
עמי אור,0
אלי לאופר,0
ניק פדרמן,0
שרגא ברודנו,0
דניאל דרמון,0
יהורם ביילין,0
שרולי ברונכר,0
טל מימון,0
אשר בנשעיה,0
עמנואל אברהם,0
יפתח דקל,0
משה סטורך,0
אבישי וינברגר,0
עודד אפשטין,0
יהודה שובל,0
נופר עמר,0
שעיה ברים,0
שוקי סעדון,0
שראל סופר,0
אלדר בזל,0
כפיר אופן,0
תומר מלכא,0
יונתן שוורץ,0
שחק שטינברג,0
רם נתיב,0
גל שלוש,0
חנוך ליבוביץ,0
וולוול מרנץ,0
מנדי פורטנוי,0
עמיר בניון,0
מירון מעלם,0
נתן גליס,0
אפרים פיליפ,0
חננאל ארז,0
עוזיאל שטרית,0
נחום להמן,0
רחמים ירושלמי,0
חי מוספי,0
מקהלת 'אהבתי',0
