Column A,Column B,Start Position,End Position
11 קומזיץ ר' אברימי לונגר,אברימי לונגר,4,5
"אברימי לונגר, מאיר קליין, שלוימי גוטליב - מחרוזת חסידית מזרחית",מאיר קליין,3,4
"מאיר קליין, שמעון דוידוביץ & מקהלת מלכות – ניגון באבוב –",מאיר קליין,0,1
פרחי ירושלים - הַיְדֶּה בִּיבִּי דיינו,פרחי ירושלים,0,1
אריאל זילבר וחיים דבש בליווי מקהלת פרחי ירושלים בלהיט חדש ''רפואה שלמה'',פרחי ירושלים,6,7
דודי קנופלר ומקהלת מלכות ומי יודע,דודי קנופלר,0,1
דודי קנופלר בסינגל אלקטרוני לכבוד פורים יעדער זינגט,דודי קנופלר,0,1
צבי סילברשטיין - תודה,צבי סילברשטיין,0,1
שיר חופות חדש צבי סילברשטיין – משכן שלום,צבי סילברשטיין,3,4
חיים ישראל ומקהלת ידידים במחרוזת ניגונים מקפיצה במיוחד,חיים ישראל,0,1
חיים ישראל בסינגל חדש מתנות החיים,חיים ישראל,0,1
אלי לוין באלבום חדש 'שמע תפילתי' -דוגמה,אלי לוין,0,1
'אלי לוין מגיש סינגל חדש 'אבא איתי,אלי לוין,1,2
דוד ריימונד בביצוע ייחודי לפיוט מעוז צור,דוד ריימונד,0,1
דוד ריימונד שר – תרימו את הקצב,דוד ריימונד,0,1
יצחק פוקס בביצוע מיוחד לשיר חדש 'איך נהיינו לעם',יצחק פוקס,0,1
יצחק פוקס ומקהלת 'מלכות' בשילוב של קומזיץ,יצחק פוקס,0,1
חנן בן ארי בסינגל חדש ''מקום'',חנן בן ארי,0,2
מאיר חג'בי בביצוע ווקאלי ללהיט של חנן בן ארי 'שבורי לב',חנן בן ארי,6,8
זבולון נתנוב ואליסף חפץ בליווי הקלידן ישראלי'ק בש - שירי הקפות,זבולון נתנוב,0,1
זבולון נתנוב בשיר חדש לפורים ''ליהודים היתה'',זבולון נתנוב,0,1
מאיר חג'בי בביצוע ווקאלי ללהיט של חנן בן ארי 'שבורי לב',מאיר חג'בי,0,1
מאיר חג'בי בביצוע ווקאלי ללהיט החדש של ריבו 'סיבת הסיבות',מאיר חג'בי,0,1
מאיר מסוארי - בזמן הזה,מאיר מסוארי,0,1
מאיר מסוארי בסינגל חדש 'ותחזינה,מאיר מסוארי,0,1
שמחה פרידמן בגרסת הרמיקס בקרוב,שמחה פרידמן,0,1
שמחה פרידמן - ''לוחות בהר'' מתוך הפרוייקט של 'תהילת נאוה',שמחה פרידמן,0,1
אבי פודלינסקי אהבת ישראל,אהבת ישראל,2,3
12 סנדר געלב - אהבת ישראל - ווקאלי,אהבת ישראל,4,5
"הלחין, ביצע ועיבד ישראל מן שר הבו להשם",ישראל מן,4,5
"הזמרים יוסף קרדונר, חיים דוד סרצ'יק והאחים איתן כץ ושלמה כץ משורר התשובה",יוסף קרדונר,1,2
יוסף קרדונר בשיר חדש ''ניגון כשר'',יוסף קרדונר,0,1
"הזמרים יוסף קרדונר, חיים דוד סרצ'יק והאחים איתן כץ ושלמה כץ משורר התשובה",חיים דוד,4,5
חיים דוד ברסון מתכונן לתפילות החג עם ''והשב'',חיים דוד,0,1
"הזמרים יוסף קרדונר, חיים דוד סרצ'יק והאחים איתן כץ ושלמה כץ משורר התשובה",איתן כץ,8,9
שמחה ליינר שר איתן כץ 'ונחה' בלייב,איתן כץ,3,4
"באר התלמוד - ועד שני, מנדי ג'רופי מחסנים את החתנים",מנדי ג'רופי,6,7
מנדי ג'רופי בסיגנל מקפיץ חדש גאולה,מנדי ג'רופי,0,1
פרחי מיאמי בסינגל חדש _חנוכה הזה_,פרחי מיאמי,0,1
פרחי מיאמי מרגשים בחופה,פרחי מיאמי,0,1
משה דוויק - כי אשמרה שבת,משה דוויק,0,1
משה דוויק בסינגל חדש – רועה נאמן,משה דוויק,0,1
נפתלי קמפה מארח את ארי היל 'אם תעירו',נפתלי קמפה,0,1
נפתלי קמפה מוציא אלבום קומזיץ חדש ל''זמן אלול'',נפתלי קמפה,0,1
ר' יואל ראטה בסינגל ''אני לא לבד'' - ''איך בין נישט אליין'',יואל ראטה,2,3
פסח – פה סח - הרב יואל ראטה שליטא,יואל ראטה,6,7
תמיד שומר ארי ברמן,ארי ברמן,2,3
ארי ברמן בסינגל שני ''תמיד שומר'',ארי ברמן,0,1
אבי מן & מקהלת ידידים העולמית - השבעתי (ווקאלי),אבי מן,0,1
אבי מן בלהיט חדש ''שיר למעלות'',אבי מן,0,1
אליקים בוטה וגרשון ורובה ליבי במזרח,אליקים בוטה,0,1
אליקים בוטה שר ומצפה למשיח מתי תבוא,אליקים בוטה,0,1
ידידיה חייט בשיר תקווה ''ירושלים'',ידידיה חייט,0,1
ידידיה חייט - עם אחד,ידידיה חייט,0,1
הראל טל בשירו 'אל תשכחני',הראל טל,0,1
תזכנו להיות בשמחה  רמיקס הראל טל ו די ג_י אלקנה וולפסון,הראל טל,5,6
אהרלה סמט סוחף בסינגל חדש ''ילדים למדים בתורה'',אהרלה סמט,0,1
"ארי היל, אהרלה סמט,יואלי קליין ושייע גרוס - ה' הוא האלוקים",אהרלה סמט,3,4
ר' שמואל ברזיל בסינגל נוסף - עין בעין,שמואל ברזיל,2,3
ר_ שמואל ברזיל בסינגל חדש לחנוכה _מעוז צור_,שמואל ברזיל,2,3
זאנוויל מבצע את טובות ונחמות של מנדי וייס,מנדי וייס,6,7
"ניגון גראסווארדיין העתיק בהפקת ענק של מקהלת 'קולות', מנדי וייס ואהר'לע סאמט",מנדי וייס,11,12
אברומי וינברג & ירון בר - אבא יקר,ירון בר,3,4
ירון בר בגרסת הרמיקס 'קדושת פורים',ירון בר,0,1
בעבור אבותינו - קומזינג תשפא,קומזינג,3,3
- עדי רן - הגואל המשיח - מקורי,עדי רן,1,2
מוטי עויזר במשאפ ווקאלי מיוחד מישי ריבו ועד עדי רן,עדי רן,9,10
08 שלומי גרטנר שר וזכני - ווקאלי מתוך שירי פנחס 2,שלומי גרטנר,1,2
שלומי גרטנר  ותתן לנו,שלומי גרטנר,0,1
דוד חפצדי - מחרוזת כורדית,דוד חפצדי,0,1
דוד חפצדי - אשא עיניי,דוד חפצדי,0,1
דובי מייזלס והרשי וינברגר מגישים ולזבולון לזכרו של ר' רפאל זבולון וויכלנדר ז''ל,דובי מייזלס,0,1
צבי טוקצינסקי - יונתי,צבי טוקצינסקי,0,1
צבי טוקצינסקי - יבנה המקדש,צבי טוקצינסקי,0,1
משה קרויס מגיש - מקהלת אידיש נחת ''ויקרא'',משה קרויס,0,1
הערשל רוזנברג באלבום חדש בהפקתו של משה קרויס '''תתחדש'',משה קרויס,6,7
"מקהלת מלכות, ברוך ויזל & תזמורת פייער - פן פן כן כן",ברוך ויזל,3,4
"ברוך ויזל, משה פרייליך ומקהלת מלכות - תפילת בעל המנגן",ברוך ויזל,0,1
שמוליק לוטרמן ושוכי גולדשטיין - כי הנה כחומר,שמוליק לוטרמן,0,1
מוטי גפנר & שמוליק לוטרמן - מתפייס בתחנונים טאטע,שמוליק לוטרמן,3,4
"אייבי רוטנברג, ריבי שוובל, שרולי וויליגר, ליפא שמלצר ואברומי שוובל - כל המרחם",ליפא שמלצר,9,10
מיילך פראנק & שרולי גרין ב ''תשובה ותפילה של ליפא שמלצר,ליפא שמלצר,10,11
להקת הילדים ''יונגערליך'' בביצוע מרגש ''שירים של השטעטעל'',יונגערליך,3,3
מקהלת יונגערליך יוצאים באלבום מספר 2 - דוגמה,יונגערליך,1,1
"מענדי ווייס, ובנו בכורו הילד הפלא הערשי ווייס",הערשי ווייס,7,8
ישראל אדלר בגראמען ושירי רגש בהכנסת ספר תורה בסאטמר,ישראל אדלר,0,1
02.מאך שוין לעכטיג - ישראל אדלר,ישראל אדלר,4,5
06 מידד טסה - מנורה,מידד טסה,1,2
מידד טסה - רבי נחמן אור העולם,מידד טסה,0,1
מיטב שיריו של ר' בן ציון שנקר בביצוע מיטב החזנים~1,בן ציון שנקר,5,7
אברימי רוט עם לחן חדש ''שנשמע ונתבשר'' לכ' 6 שנים לר' בן ציון שנקר ז''ל,בן ציון שנקר,15,17
שלום ברנהולץ פותח את עונת החתונות הנה לפניך,שלום ברנהולץ,0,1
שלום ברנהולץ - אתה קרוב,שלום ברנהולץ,0,1
ר' הלל פלאי בביצוע מיוחד ''והראנו'',הלל פלאי,2,3
"קומזיץ סוכות המסורתי עם ידידיה מאיר בהשתתפות הרב הלל פלאי, יוסף קרדונר, יצחק מאיר, ביני לנדאו ומקהלת מלכות",הלל פלאי,8,9
שאולי וולדנר - מי שברך,שאולי וולדנר,0,1
שאולי וולדנר בסינגל חדש ''חזק'',שאולי וולדנר,0,1
אוהד מושקוביץ בביצוע מרגש לשיר למעלות,אוהד מושקוביץ,0,1
"אוהד מושקוביץ, איציק דדיה, ועוזיה צדוק במחרוזת שירי רכניץ",אוהד מושקוביץ,0,1
יוני גנוט מגיש 'וטהר ליבנו' - ניגונו של הרב יהודה עמיטל,יוני גנוט,0,1
יוני גנוט ואריק סיני שרים א-ל אדון בגירסה הווקאלית,יוני גנוט,0,1
אריה ברגר מגיש סינגל חדש ''מי יתן'',אריה ברגר,0,1
אריה ברגר - וברוב חסדיך,אריה ברגר,0,1
אלי גרסטנר מגיש ה'ישיבה בויס' באלבום חדש עם מיטב הלהיטים,אלי גרסטנר,0,1
פרחי בני הישיבות 'ישיבה בויס' משתתפת בפרויקט של אלי גרסטנר ולשלום,אלי גרסטנר,10,11
אברהם מרדכי שוורץ ולוי פאלקוביץ - א ערליכע ברכה,אברהם מרדכי שוורץ,0,2
אברהם מרדכי שוורץ בחתונה בישראל עם דודי פלדמן וארי היל,אברהם מרדכי שוורץ,0,2
- מיכאל שניצלר - א בריוו - חסידי אידיש,מיכאל שניצלר,1,2
מוטי ויזל הרטיט עם היצירה 'ברכת הבנים' של מיכאל שניצלר,מיכאל שניצלר,10,11
אהרן קליין מגיש לחן חדש 'ושכנתי',אהרן קליין,0,1
"אהרן קליין הלחין, מוטי רוזנפלד שר מזמור לתודה",אהרן קליין,0,1
אורי פרג'ון - רוצה להבין,אורי פרג'ון,0,1
יונתן שחר בסינגל חדש ''ויהי אור'',יונתן שחר,0,1
יונתן שחר משחרר סינגל חדש ’תשרת’ שמו,יונתן שחר,0,1
01 משולם גרינברגר ומקהלת הילדים שרים ישראל המחכים,משולם גרינברגר,1,2
ר' שלמה טויסיג ור' משולם גרינברגר בלהיט חדש 'לעתיד לבוא',משולם גרינברגר,6,7
אלי קליין בסינגל ביכורים מלא ''שירה כים'',אלי קליין,0,1
- אלי קליין - בואי בשלום - חסידי,אלי קליין,1,2
"משה וינטרוב, מקהלת מלכות, תזמורת המנגנים ו''טיהר ר' חיים עצמו'' וניגון מרן שר התורה",משה וינטרוב,0,1
07.ריקוד ה'דברי ישראל' ממודז'יץ - משה וינטרוב,משה וינטרוב,6,7
"משה וינטרוב, מקהלת מלכות, תזמורת המנגנים ו''טיהר ר' חיים עצמו'' וניגון מרן שר התורה",המנגנים,7,7
מרדכי בן דוד ותזמורת המנגנים בשירה מרגשת בליל פורים,המנגנים,4,4
מרדכי שפירא מקפיץ בשיר חדש ''אין עוד מלבדו'',מרדכי שפירא,0,1
מרדכי שפירא בסינגל חדש כדי להודות,מרדכי שפירא,0,1
יונתן ויניק - שיויתי,יונתן ויניק,0,1
מאיר גרין - רוצה לעוף,מאיר גרין,0,1
מאיר גרין - מירוץ הזמן,מאיר גרין,0,1
ניר קפטן וגד אלבז בסינגל חדש ''לא לבד'',ניר קפטן,0,1
ניר קפטן וירון בר בסינגל חדש ''קול דודי'',ניר קפטן,0,1
אבינו שבשמיים אוהד מושקוביץ _ אבי פרץ,אבי פרץ,6,7
'להנשא הלילה' אבי פרץ וישראל לאם מרגשים בחתונה,אבי פרץ,4,5
יהודה רוזן בקאבר לשיר ברכת כהנים של אברומי ויינברג,אברומי ויינברג,7,8
"משה פלד, אברומי ויינברג וחברים בשמחת חג (קול חי)",אברומי ויינברג,3,4
הזמר שלומי קאופמן מגיש קאבר לשיר של מרדכי שפירו – 'לי' .,שלומי קאופמן,1,2
שלומי קאופמן חוזר בגרסת אקפלה 'יהיו לרצון',שלומי קאופמן,0,1
08 - אודי אולמן - אשת חיל - [Windos,אודי אולמן,2,3
יצחק רייס מגיש שיר חתונות חדש קול שמחה,יצחק רייס,0,1
יצחק רייס בסינגל שלישי כל עצמותי תאמרנה,יצחק רייס,0,1
ארי גולד - ימים טובים,ארי גולד,0,1
ארי גולד עם להיט חדש וקצבי ''יש בי אמונה'',ארי גולד,0,1
אפרים מרקוביץ - והוא יושיעני,אפרים מרקוביץ,0,1
אפרים מרקוביץ' שר לכבוד שבת - 'גוט שבת ויז'ניץ',אפרים מרקוביץ,0,1
יהודה שוקרון מגיש סינגל משותף עם אייל עובד,יהודה שוקרון,0,1
הבדחן שהפך לזמר יהודה שוקרון עם 'לעולם אודך',יהודה שוקרון,3,4
יהודה שוקרון מגיש סינגל משותף עם אייל עובד,אייל עובד,6,7
שי גז & אייל עובד - תן לאמונה יד - ווקאלי,אייל עובד,3,4
הרב נח פלאי בשיר ''התחזקות'' חדש,נח פלאי,1,2
ר' נח פלאי - כלים שבורים,נח פלאי,2,3
אריה ברונר - הלב,אריה ברונר,0,1
אריה ברונר מגיש לכבוד חנוכה מחרוזת שירי הודיה,אריה ברונר,0,1
פרחי בני הישיבות 'ישיבה בויס' משתתפת בפרויקט של אלי גרסטנר ולשלום,ישיבה בויס,4,5
ישיבה בויס - מזמור שיר,ישיבה בויס,0,1
אברהם מרדכי שוורץ בחתונה בישראל עם דודי פלדמן וארי היל,דודי פלדמן,6,7
דודי פלדמן מחדש ''ניצחתי ואנצח'',דודי פלדמן,0,1
שמעון בר יוחאי שער - ניגון התחזקות,שמעון בר יוחאי שער,0,3
שמעון בר יוחאי שער - מחר יפציע האור,שמעון בר יוחאי שער,0,3
אברהם דוד - מלך חי,אברהם דוד,0,1
אברהם דוד ותזמורת 'בלו מלודי' תוכו רצוף אהבה,אברהם דוד,0,1
"מוטי אילוביץ, אברומי ברקו ותזמורתו ומקהלת 'ידידים' - חופה מושלמת",מוטי אילוביץ,0,1
מוטי אילוביץ' בסינגל מרגש א שטיקעלע תוספות,מוטי אילוביץ,0,1
פינקי וועבר בדינר בלונדון,פינקי וועבר,0,1
פינקי וועבר מרגש בקומזיץ עם מיטב לחניו,פינקי וועבר,0,1
מרדכי רוט & יובל סלע - אל תוותר,מרדכי רוט,0,1
מרדכי רוט ועדי רן באימון אישי בין נפילה לעליה,מרדכי רוט,0,1
מוטי וייס - שירו לו,מוטי וייס,0,1
מוטי וייס חי רמיקס (dj אהרון קופמן),מוטי וייס,0,1
אריאל זילבר וחיים דבש בליווי מקהלת פרחי ירושלים בלהיט חדש ''רפואה שלמה'',אריאל זילבר,0,1
אריאל זילבר  מזמור לתודה,אריאל זילבר,0,1
אבי קראוס בסינגל חדש מי אדיר,אבי קראוס,0,1
גם זה יעבור אבי קראוס,אבי קראוס,3,4
"שמוליק קליין, חסידימלעך ומנדי ברנדויין שרים 'השיבנו'",שמוליק קליין,0,1
"שמוליק קליין, חסידימלעך, מנדי ברנדויין - השיבנו",שמוליק קליין,0,1
02 משיח הקינדרלעך,הקינדרלעך,2,2
מחרוזת פורים - הקינדרלעך ומקהלת שירה,הקינדרלעך,3,3
שלוימי קצנלבוגן - שירת היונה - ווקאלי,שלוימי קצנלבוגן,0,1
שלוימי קצנלבוגן (אמן הקומזיצים) בסינגל חדש ''מודים'',שלוימי קצנלבוגן,0,1
אלימלך כהן בסינגל חדש שאו עיניכם 'אל ההרים',אלימלך כהן,0,1
אלימלך כהן מארח את שלמה ראג'ה רגע לנשימה,אלימלך כהן,0,1
ישראל נחמן בסינגל בכורה – השם מלך,ישראל נחמן,0,1
מי באש ומי במים ישראל נחמן,ישראל נחמן,4,5
משה גיאת בסינגל חדש השקיפה,משה גיאת,0,1
משה גיאת הזמר הנוסטלגי מפתיע לאחר עשרות שנים עם סינגל ראשון 'יפרח וירבה' מתוך אלבום חדש,משה גיאת,0,1
חיים בר - יש בורא לעולם,חיים בר,0,1
חיים בר-מודה מהנשמה,חיים בר,0,1
דוד פרלמן - תמשיך לחייך - Dovid Pearlman - Keep Smiling,דוד פרלמן,0,1
דוד פרלמן בסינגל בכורה 'מודים',דוד פרלמן,0,1
שוקי סלומון ובני פרידמן בסינגל חדש - ''שיר הצדקה'',שוקי סלומון,0,1
- שוקי סלומון דיויד טויב - שירת הנשמה 2 - מקורי,שוקי סלומון,1,2
ר׳ מענדל ראטה מבצע לחן חדש בתוכנית השירים שאהבנו -,מענדל ראטה,1,2
מענדל ראטה ומיכאל שניצלער זל מרגשים ''יאסעלע'',מענדל ראטה,0,1
הלהקה המיתולוגית 'סימפלי צפת' לצד הזמר עקיבא גרומן בשילוב מעניין ומקורי,עקיבא גרומן,8,9
עקיבא גרומן ו'מלכות' נפגשים שוב והפעם ה''קידוש'',עקיבא גרומן,0,1
07-משמאל ומימין-פרחי השומרון,פרחי השומרון,3,4
שלומי שבת ושוקי סלומון בסינגל חדש ''שיר הרפואה'',שלומי שבת,0,1
שלומי שבת בביצוע 'הושיעה את עמך',שלומי שבת,0,1
09 הרב יוסף ברגר ומקהלת מלכות מגישים חזק קרייתי,יוסף ברגר,2,3
המשפיע רבי יוסף ברגר בלהיט מעודד ומחזק זה לא הקורונה,יוסף ברגר,2,3
גיא קהלני בסינגל חדש ''כל חלום'',גיא קהלני,0,1
גיא קהלני ומשה דדון בשיר חדש אבידת בת מלך,גיא קהלני,0,1
שרוליק רוזנטל בסינגל בכורה ''ויברכוני'',שרוליק רוזנטל,0,1
ויברכוני שרוליק רוזנטל,שרוליק רוזנטל,1,2
06-כיצד מרקדין-אחיה רובין,אחיה רובין,3,4
החזן חגי ימיני מגיש שמע ישראל,חגי ימיני,1,2
החזן האלעדי חגי ימיני ריגש עם 'הבן יקיר',חגי ימיני,2,3
עוזי בודנר במחרוזת שבת מלחני יוסי גרין 'נשמה של שבת',עוזי בודנר,0,1
עוזי בודנר ושאולי וולדנר בסינגל חדש ''לויבען'',עוזי בודנר,0,1
עידו פורטל ורועי אמיר - י-ה שמע אביוניך,עידו פורטל,0,1
הזמר עידו פורטל - רחמנא,עידו פורטל,1,2
יוסף קוגלר בסינגל חדש ''גומל עליי'',יוסף קוגלר,0,1
יוסף קוגלר וארי גולדוואג - 'גל עיני' ''ווקאלי'',יוסף קוגלר,0,1
דיג'יי אור מויאל - עלינו לשבח REMIX,אור מויאל,1,2
סט להיטים מזרחי דתי 2021 די ג_י אור מויאל,אור מויאל,8,9
אומן ראש השנה חיים מאיר ערפס,חיים מאיר ערפס,3,5
חיים מאיר ערפס בסינגל חדש 'אומן ראש השנה',חיים מאיר ערפס,0,2
בן סנוף-אם אשכחך ירושלים1,בן סנוף,0,1
19 - בן סנוף - אשת חיל - [Windos,בן סנוף,2,3
רפאל אוזן שזכה בתואר 'הקול הבא במוזיקה היהודית' שר כרחם אב של שרגי ז''ל,רפאל אוזן,0,1
רפאל אוזן בגרסה ווקאלית לשירו ''אנא בחסדך'',רפאל אוזן,0,1
יואל ברוין שר באידיש את הלהיט של ישי ריבו ''סיבת הסיבות'',יואל,0,0
יואל - אל תעזוב אותי,יואל,0,0
Baruch Hashem Its Shabbos שלוימי גרטנר ואייבי רוטנברג,שלוימי גרטנר,4,5
שלוימי גרטנר ויונתן רזאל היום תאמצנו,שלוימי גרטנר,0,1
"אסף שפר, מגמגם בעבר שנולד לו בן מגמגם, בסינגל מרגש",אסף שפר,0,1
אסף שפר בסינגל חדש שמחתי,אסף שפר,0,1
חיים גולד בלחן חדש לזכרו של המשפיע רבי קלונימוס קלמן גולדשמיד זצ''ל,חיים גולד,0,1
חיים גולד - זינג מיט מיר,חיים גולד,0,1
שימי שטיינמעץ עם סינגל קצבי חדש שיר ושבחה,שימי שטיינמעץ,0,1
הערשי רוטנברג שר כנגן המנגן,הערשי רוטנברג,0,1
הערשי רוטנברג מציג מה היה ר לוי יצחק אומר,הערשי רוטנברג,0,1
ביני לנדאו מבצע את ''עשה למען ירושלים'',ביני לנדאו,0,1
"קומזיץ סוכות המסורתי עם ידידיה מאיר בהשתתפות הרב הלל פלאי, יוסף קרדונר, יצחק מאיר, ביני לנדאו ומקהלת מלכות",ביני לנדאו,17,18
נמואל הרוש & מנדי גרופי מקפיצים עם הלהיט לא ימלט,מנדי גרופי,3,4
05.שמע בני - מנדי גרופי,מנדי גרופי,3,4
החזן והפייטן ישי בן חיים בפיוט מרגש לפני יום כיפור,ישי בן חיים,2,4
ישי בן חיים מארח את אבי צליח – אדון הסליחות,ישי בן חיים,0,2
אברהם מרדכי שווארץ מרגש נשמת כל חי – קרעטשניף'ער פייער - מהדורה ווקאלית,אברהם מרדכי שווארץ,0,2
אברהם מרדכי שווארץ & חיים איצקאוויטש הננו מוכן ומזומן,אברהם מרדכי שווארץ,0,2
שמעון טובול מחדש שמע אותי - הגרסה הווקאלית,שמעון טובול,0,1
שמעון טובול מגיש לשון הרע לא מדבר אליי בווקאלית,שמעון טובול,0,1
הזמר דוד שפירא מגיש סינגל שני 'זה הבית שלי',דוד שפירא,1,2
דוד שפירא מקדיש שיר לשוויגר (חמותו) שנפטרה אמא שלי,דוד שפירא,0,1
זלמן שטוב מגיש הסיפור המרגש של חנוכה בוייטנאם,זלמן שטוב,0,1
זלמן שטוב מתכונן לאמירת הסליחות על דעת המקום,זלמן שטוב,0,1
בערי וובר יקפיץ אתכם עם מחרוזת קצבית,בערי וובר,0,1
בערי וובר ושימי לוי במחרוזת ריקודים,בערי וובר,0,1
שמוליק גפנר והמקהלה בניגון ביאלה לכבוד השמחה,שמוליק גפנר,0,1
שמוליק גפנר אהרלה וינטרוב - רפואה שלמה ביוזמת ארגון רפואה וחיים,שמוליק גפנר,0,1
אליה והב מגיש את פיוט הסליחות י-ה שמע אביוניך,אליה והב,0,1
אליה והב ומורי טרדיו בדואט מרגש אין כמוך,אליה והב,0,1
ניגון קובליץ- יוני שלמה ועמי כהן,יוני שלמה,2,3
יוני שלמה בסינגל חדש – געזונט,יוני שלמה,0,1
לוי פולקוביץ מקהלת 'לב' ותזמורת 'פריילך' - ''דא וואוינט א איד'',לוי פולקוביץ,0,1
16 לוי פולקוביץ ומקהלת שירה בביצוע מרגש ל'ונתנה תוקף',לוי פולקוביץ,1,2
רפאל סקורי בשיר ''להתחזק'' מתוך האלבום בכורה ''תודה לך'',רפאל סקורי,0,1
לכבוד שבת הגדול משפחת ברונר – מה ידידות,משפחת ברונר,3,4
מאיר ריבקין - אבינו מלכנו,מאיר ריבקין,0,1
מאיר ריבקין בסינגל מרגש על המילים שכתב הרב מטלון ז''ל ''רבה אמונתך'',מאיר ריבקין,0,1
חוני מילקי ותזמורתו במחרוזת חבדי''ת למהדרין,חוני מילקי,0,1
חוני מילקי באלבום התוועדות מקפיץ,חוני מילקי,0,1
גלעד פוטולסקי & תזמורת שלהבת - מחרוזת שירי חנוכה,שלהבת,4,4
ירון-בר-שלהבת-הנשמה,שלהבת,4,4
יוסי נטיב - רוח של שקט,יוסי נטיב,0,1
"יוסי נטיב חוזר כ-יוסף - האזינו לסינגל החדש, -זה אתה",יוסי נטיב,0,1
אליה ביתן  משחק מילים,אליה ביתן,0,1
אליה ביתן - משחק מילים,אליה ביתן,0,1
איצי וולדנר - אימתי (ווקאלי),איצי וולדנר,0,1
איצי וולדנר ויחיאל שראן בסינגל חדש ''מזמור לתודה'',איצי וולדנר,0,1
שלום סאל בסינגל חדש – כי אין מלה בלשוני,שלום סאל,0,1
"סענדר געלב, שלום סאל, ופרחי שיר ושבח - נשמה",שלום סאל,3,4
אריאל רייכל והילדים בסינגל חדש בשובך לציון ברחמים,אריאל רייכל,0,1
אריאל רייכל בסינגל חדש ממודה אני עד נותן התורה,אריאל רייכל,0,1
מאיר בן דרור וסהר חלוצי אומני הווקאל מחדשים את ''לחי עולמים'' (מאט דאב),מאיר בן דרור,0,2
מאיר בן דרור בסינגל חדש ומרגש שמחה בלבי,מאיר בן דרור,0,2
גדעון לוין בביצוע רשמי למנע מגיפה,גדעון לוין,0,1
גדעון לוין - הושענא,גדעון לוין,0,1
מנחם בלוי בסינגל בכורה – אהבתי,מנחם בלוי,0,1
הזמר מנחם בלוי בביצוע לשיר שהלחין יוסי גרין לרגל שחרור ר' שלום רובשקין - 'מוציא אסירים',מנחם בלוי,1,2
דודו דרעי  מחרוזת  החתנים של ישראל,דודו דרעי,0,1
דודו דרעי לרגל החזרה לאולמות מחרוזת החתנים של ישראל,דודו דרעי,0,1
שבת מעדלי של ר' יום טוב ערליך זל בביצוע מחדש,יום טוב ערליך,5,7
האם הניגון העתיק של הסבא הרב יום טוב ערליך זל יציל בעה את הנכד,יום טוב ערליך,6,8
דודי רוט חוזר לרחבת המוסיקה עם להודות לך,דודי רוט,0,1
'נא רחמיך' החדש של דודי רוט,דודי רוט,6,7
יעקב רוטבלט ו'ידידים' העולמית 'אני מאמין',יעקב רוטבלט,0,1
יעקב רוטבלט בביצוע ווקאלי מנוחה ושמחה,יעקב רוטבלט,0,1
דוד כהן מגיש קאבר ווקאלי לשיר ברכת כהנים,דוד כהן,0,1
דוד כהן יוצא עם סינגל בכורה 'יום החתונה',דוד כהן,0,1
יוסי בנאי - על כל אלה,יוסי בנאי,0,1
אריה קונסטלר בסינגל חדש ''פתחו לי'',אריה קונסטלר,0,1
אריה קונסטלר בביצוע אקוסטי - קלי,אריה קונסטלר,0,1
תפילתי ברק כהן,ברק כהן,1,2
ברק כהן - לב אחד גדול,ברק כהן,0,1
נועם רמתי כתב הלחין ושר ''פועלֵי הטוב'',נועם רמתי,0,1
נועם רמתי - טרקלין של גאולה (רמיקס),נועם רמתי,0,1
דרור יצחק מלמד - הבריאה של השם,דרור יצחק מלמד,0,2
שיר הבר מצווה דרור יצחק מלמד,דרור יצחק מלמד,4,6
יוסף חיים ביטון בסינגל קצבי חדש ''זכיתי בחיים'',יוסף חיים ביטון,0,2
יוסף חיים ביטון בסינגל חדש בורא עולם,יוסף חיים ביטון,0,2
יידל ורדיגר בלחן חדש אגדלך,יידל ורדיגר,0,1
"שלומי גרטנר, יידל ורדיגר, נמואל הרוש ואלי הרצליך בהופעה בצפת",יידל ורדיגר,3,4
עקיבא מרגליות שר כצל'ה אדון עולם,עקיבא מרגליות,0,1
"עקיבא מרגליות, ישי לפידות והקהל שרים ברגש ''השבעתי אתכם'' -",עקיבא מרגליות,0,1
גרשי אורי ממשיך והפעם ''פרוק'' של מ.ב.ד.,גרשי אורי,0,1
'אפרים מרקוביץ & גרשי אורי' בפנינה מיוחדת בשם 'ווארטן,גרשי אורי,4,5
יומי לואי במחרוזת דאנס מקפיצה,יומי לואי,0,1
יומי לואי והזמר אבי פרץ במחרוזת חופה מרגשת,יומי לואי,0,1
איתן כהן בסינגל ביכורים – שמח תשמח,איתן כהן,0,1
איתן כהן מגיש סינגל חדש ומיוחד ''ניפול נקום'',איתן כהן,0,1
הזמר דוד חזיזה מגיש מחרוזת חתונה,דוד חזיזה,1,2
דוד חזיזה מגיש זכותו לכבוד ההילולא,דוד חזיזה,0,1
04 דודי קנאפלער ומקהלת לב בסינגל רווי אמונה וביטחון בהשית 'והוא לבדו' (ווקאלי),דודי קנאפלער,1,2
דודי קנאפלער ומקהלת לב בסינגל רווי אמונה וביטחון בהשית 'והוא לבדו' (ווקאלי),דודי קנאפלער,0,1
"בנצי שטיין, ישיבת ברקאי  אל תיפול",בנצי שטיין,0,1
בנצי שטיין מגיש יצירה חדשה ''שיר ציון'',בנצי שטיין,0,1
ישי שלר  ישיבת גאון יעקב,ישי שלר,0,1
ישי שלר בביצוע ווקאלי בזכות התורה,ישי שלר,0,1
