Column A,Column B,Start Position,End Position
אשריך בנצי שטיין ומקהלת נשמה,בנצי שטיין,1,2
אתה בחרתנו בנצי קלצקין ומקהלת ידידים,בנצי קלצקין,2,3
אתה השם שלמה כהן,שלמה כהן,2,3
אתה עמדי אורי דוידי,אורי דוידי,2,3
אתה עמדי הראל טל,הראל טל,2,3
אתה שלום גד אלבז,גד אלבז,2,3
בוא לפה  ווקאלי שמחה פרידמן ויונתן שטרן,שמחה פרידמן,4,5
בונה ירושלים משה קליין,משה קליין,2,3
בורא רפואות יוסף ניוקומב ויוסי האכט ומשה אביגדור,יוסף ניוקומב,2,3
בטח בה'- יוני שלמה,יוני שלמה,2,3
בין קודש לחול יונתן שטרן Mp3,יונתן שטרן,3,4
ביצוע משיריו האחרונים של ר  בן ציון שנקר זל,בן ציון שנקר,6,8
בית ספר למוסיקה 2020 🎵 הדואט המצמרר של זוהר זכרוב וחיים ציפל,בית ספר למוסיקה,0,2
בכל יום שיבוא- בדואט עם עמירן דביר,עמירן דביר,5,6
בלבבי  דרשו מוטי שטיינמץ ומקהלת מלכות,מוטי שטיינמץ,3,4
בן סנוף-אם אשכחך ירושלים1,בן סנוף,0,1
בני ברק אהרן רזאל הלדפה,אהרן רזאל,2,3
"בני לאופר, שלומי וילמן & ירון בר - תודה לך השם 1",בני לאופר,0,1
"בני לאופר, שלומי וילמן & ירון בר - תודה לך השם 1",שלומי וילמן,3,4
"בני לאופר, שלומי וילמן & ירון בר - תודה לך השם 1",ירון בר,6,7
בני פרידמן  It_s a Rebbe_s Life,בני פרידמן,0,1
בני פרידמן - It_s a Rebbe_s Life,בני פרידמן,0,1
בני פרידמן - ימה LIVE,בני פרידמן,0,1
בני פרידמן - ימה LIVE,בני פרידמן,0,1
בני פרידמן צבי זילברשטיין  פותח,בני פרידמן,0,1
בני פרידמן צבי זילברשטיין  פותח,צבי זילברשטיין,2,3
בנימין ישראל  - אוהב את החיים,בנימין ישראל,0,1
בנימין ישראל - אוהב את החיים,בנימין ישראל,0,1
בנימין ישראל - מפתח לאושר,בנימין ישראל,0,1
בנצי קלצקין - מיינע תפילין (קאבר),בנצי קלצקין,0,1
"בנצי קלצקין, מלכות, חסידימלעך - ברכת המזון",בנצי קלצקין,0,1
"בנצי קלצקין, מקהלת מלכות. חסידימלעך  מיינע תפילין",בנצי קלצקין,0,1
"בנצי קלצקין, מקהלת מלכות. חסידימלעך  מיינע תפילין",מקהלת מלכות,3,4
"בנצי קלצקין, מקהלת מלכות. חסידימלעך - מיינע תפילין",בנצי קלצקין,0,1
"בנצי קלצקין, מקהלת מלכות. חסידימלעך - מיינע תפילין",מקהלת מלכות,3,4
בנצי שטיין - חתונת הקורונה,בנצי שטיין,0,1
"בנצי שטיין, ישיבת ברקאי  אל תיפול",בנצי שטיין,0,1
"בנצי שטיין, ישיבת ברקאי - אל תיפול",בנצי שטיין,0,1
בעבור אבותינו - קומזינג תשפא,קומזינג,3,3
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן  Many Voices One Song‏,ברוך לוין,2,3
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן  Many Voices One Song‏,מרדכי שפירא,4,5
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן  Many Voices One Song‏,בני פרידמן,6,7
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן - Many Voices One Song‏,ברוך לוין,2,3
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן - Many Voices One Song‏,מרדכי שפירא,4,5
בערי וובר ברוך לוין מרדכי שפירא בני פרידמן - Many Voices One Song‏,בני פרידמן,6,7
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות  ציון וירושלים",זאנוויל ויינברגר,3,4
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות  ציון וירושלים",בנצי קלצקין,6,7
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות  ציון וירושלים",מקהלת מלכות,9,10
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות - ציון וירושלים",זאנוויל ויינברגר,3,4
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות - ציון וירושלים",בנצי קלצקין,6,7
"בערי וועבער, זאנוויל ויינברגר, בנצי קלצקין, מקהלת מלכות - ציון וירושלים",מקהלת מלכות,9,10
בצאת ישראל  גור מקהלת ידידים העולמית,מקהלת ידידים,4,5
בצורת  live אברהם פריד ואביב גפן,אברהם פריד,3,4
בר יוחאי  רמיקס רשמי איציק אשל _ ניסו סלוב,איציק אשל,6,7
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,אבישי אשל,9,10
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,משה דוויק,12,13
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,ארז יחיאל,15,16
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,דוד שירו,21,22
בר מצוה אברהם חיים גרין (מבוסס על עלה קטן שלי),אברהם חיים גרין,2,4
ברודער_ס מקהלת מלכות ומענדי וויס ואיציק איזנשטט,מקהלת מלכות,1,2
ברוך לוין - אודך השם (ווקאלי),ברוך לוין,0,1
ברוך לוין ושמחה ליינר - תאהב את אחיך (ווקאלי),ברוך לוין,0,1
בריו חקשור - ירידה לצורך עליה,בריו חקשור,0,1
ברכת כהנים בריו חקשור,בריו חקשור,2,3
ברן יחד יוני גנוט _ אהוד בנאי,יוני גנוט,3,4
ברן יחד יוני גנוט _ אהוד בנאי,אהוד בנאי,6,7
ברק כהן - הדרך שלי,ברק כהן,0,1
ברק כהן - לב אחד גדול,ברק כהן,0,1
ברק כהן - תפילתי,ברק כהן,0,1
ברק כהן לב אחד גדול Barak Cohen Lev Echad Gadol One Big Heart.135,ברק כהן,0,1
בשמחה תמיד מוטי וייס ושמוליק שנידלר,מוטי וייס,2,3
גבי אהרון והיא שעמדה,גבי אהרון,0,1
גד אלבז  הללו,גד אלבז,0,1
גד אלבז - הללו,גד אלבז,0,1
גדעון לוין בביצוע רשמי למנע מגיפה,גדעון לוין,0,1
גיל ישראלוב - ויהי נועם (לייב),גיל ישראלוב,0,1
גיל ישראלוב בסינגל חדש באווירת חודש אלול ואני בחסדך,גיל ישראלוב,0,1
גלעד שליט עמיר בניון,עמיר בניון,2,3
גם זה יעבור אבי קראוס,אבי קראוס,3,4
גם ציפור מוטי ויזל ושרולי קלצקין ומקהלת מלכות,מוטי ויזל,2,3
גרוב סגול תן לזה לזרום,גרוב סגול,0,1
גרש את העצבות  ישיבת בית שמעיה ארי היל ויואלי קליין,ארי היל,7,8
גשם שלמה כהן,שלמה כהן,1,2
גשר מאיר מסוארי,מאיר מסוארי,1,2
דאווענען - דובי מייזעלס & שלום בראדט,שלום בראדט,5,6
דוד בן ארזה - תכלת ולבן - משדרים תרבות עם יעקב מתן ואלי שטרן,דוד בן ארזה,0,2
דוד בן ארזה אביב בפתח,דוד בן ארזה,0,2
"דוד ברגר, מקהלת שירה  ברוך הוא אלוקינו",מקהלת שירה,3,4
"דוד ברגר, מקהלת שירה  זכרתי",מקהלת שירה,3,4
"דוד ברגר, מקהלת שירה  ניגון אהבה רבה",מקהלת שירה,3,4
"דוד ברגר, מקהלת שירה - ברוך הוא אלוקינו",מקהלת שירה,3,4
"דוד ברגר, מקהלת שירה - זכרתי",מקהלת שירה,3,4
"דוד ברגר, מקהלת שירה - ניגון אהבה רבה",מקהלת שירה,3,4
דוד גבאי - בורא עולם,דוד גבאי,0,1
דוד גבאי - נעשה ונשמע,דוד גבאי,0,1
דוד גבאי בורא עולם,דוד גבאי,0,1
דוד המלך  ווקאלי אודי דמארי ואורי דמארי,אודי דמארי,4,5
דוד חזיזה ואבי פרץ ב''שיר החופה'',דוד חזיזה,0,1
דוד חפצדי - אשא עיניי,דוד חפצדי,0,1
דוד חפצדי - מחרוזת כורדית,דוד חפצדי,0,1
דוד פרלמן - שירה שבלב,דוד פרלמן,0,1
דוד פרלמן - תמשיך לחייך - Dovid Pearlman - Keep Smiling,דוד פרלמן,0,1
דוד שמחה - עוד ישמע,דוד שמחה,0,1
דוד שפירא אמא שלי,דוד שפירא,0,1
דוד שפירא-זה הבית שלי,דוד שפירא,0,1
דודו אהרון - הנה היא נכנסת - הקליפ הרשמי!,דודו אהרון,0,1
דודו דרעי  מחרוזת  החתנים של ישראל,דודו דרעי,0,1
דודו דרעי - מחרוזת  החתנים של ישראל,דודו דרעי,0,1
דודי הרשקופ ומקהלת נרננה בביצוע מיוחד,דודי הרשקופ,0,1
דוידי נחשון - כל צמא לכו למים,דוידי נחשון,0,1
"דוידי נחשון, מנחם פרנקל צמאה לך נפשי",דוידי נחשון,0,1
דורש נא דורשיך – יצחק מאיר בסינגל אלולי,יצחק מאיר,4,5
"די ג'יי ניר טולדנו, נתנאל ישראל - הולך איתך (רמיקס)",נתנאל ישראל,5,6
די הארץ פון א מאמע  live אברהם פריד,אברהם פריד,7,8
דיג'יי אור מויאל - עלינו לשבח REMIX,אור מויאל,1,2
"דייויד טויב, גיל ישראלוב  רק תודה",דייויד טויב,0,1
"דייויד טויב, גיל ישראלוב  רק תודה",גיל ישראלוב,3,4
"דייויד טויב, גיל ישראלוב - רק תודה",דייויד טויב,0,1
"דייויד טויב, גיל ישראלוב - רק תודה",גיל ישראלוב,3,4
דני פלגון  אימתי,דני פלגון,0,1
דני פלגון - אימתי,דני פלגון,0,1
דניאל אדמון - אחד שכבר היה פה,דניאל אדמון,0,1
דף חדש נהוראי אריאלי,נהוראי אריאלי,2,3
דרוש נא אוהד מושקוביץ,אוהד מושקוביץ,2,3
הבט-עוזיה צדוק,עוזיה צדוק,2,3
הביאני המלך נמואל הרוש,נמואל הרוש,2,3
הוא ייטיב שימי רבינוביץ,שימי רבינוביץ,2,3
הודו לה מוטי שטיינמץ,מוטי שטיינמץ,2,3
הושיעה את עמך  רמיקס שלומי שבת _ די ג_י ניר טולדנו,שלומי שבת,6,7
הושיענו דודי קאליש ומקהלת נרננה ומקהלת זינגערליך,דודי קאליש,1,2
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,מוטי וייס,3,4
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,מוטי גולדמן,9,10
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,עדי רן,12,13
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,הראל טל,15,16
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,ארז יחיאל,18,19
החזיקו עצמכם יחד מוטי וייס _ יחיאל ברוין _ מוטי גולדמן _ עדי רן _ הראל טל _ ארז יחיאל _ משה לוי _ איתי בראל _ אסי לבובסקי,משה לוי,21,22
החזירנו חיים ישכיל,חיים ישכיל,1,2
היום הרת עולם לוי פלקוביץ ואפרים מרקוביץ,לוי פלקוביץ,3,4
היום הרת עולם מקהלת זמרה,מקהלת זמרה,3,4
היטן שבת שלומי ברנשטיין,שלומי ברנשטיין,2,3
הילדים הללו ישי לפידות והחברים של ישי,ישי לפידות,2,3
הכל כאן מוטי וייס,מוטי וייס,2,3
הכל משמים רמיקס קאבר מקהלת משאלות,מקהלת משאלות,4,5
הכל עובר אבי מילר,אבי מילר,2,3
הלוואי אבי אילסון,אבי אילסון,2,3
הלל מאיר & אביחי עוזרי - ריבונו,הלל מאיר,0,1
הלל מאיר וירוחם גולד מחדשים את נשמה של גלעד פוטולסקי,הלל מאיר,0,1
הלל מאיר וירוחם גולד מחדשים את נשמה של גלעד פוטולסקי,גלעד פוטולסקי,8,9
המגיד קובי גרינבוים,קובי גרינבוים,1,2
המלחין האגדי נח פלאי בשיר ''ישוב הדעת'',נח פלאי,2,3
המלך בערי וועבר,בערי וועבר,1,2
המסכה שלך זאבי קאופמן,זאבי קאופמן,2,3
המתנה הפילהרמונית של רובי בנט לישיבת מיר,רובי בנט,3,4
הנה הגאולה ווקאלי אורי דוידי,אורי דוידי,3,4
הנני דייויד טויב עמירן ואריק דביר גיל ישראלוב,דייויד טויב,1,2
הנני דייויד טויב עמירן ואריק דביר גיל ישראלוב,גיל ישראלוב,6,7
הקהל את העם  הופ קוזאק  צמאה אברהם פריד,אברהם פריד,8,9
הקהל שמחה פרידמן,שמחה פרידמן,1,2
הראל טל  נפוגותי,הראל טל,0,1
הראל טל - נפוגותי,הראל טל,0,1
"הראל סקעת, זוהר זכרוב גיבור של אמא",הראל סקעת,0,1
השבעתי שמעון מלכובסקי,שמעון מלכובסקי,1,2
התו השמיני של יוסי גרין בביצוע מחודש,יוסי גרין,3,4
התורה והשמחה איציק וינגרטן,איציק וינגרטן,3,4
ואז יהיה יותר טוב קובי ברומר,קובי ברומר,4,5
ואת עלית על כולנה ברוך לוין,ברוך לוין,4,5
והנה השם עם יענקי דסקל,יענקי דסקל,3,4
והריקותי לכם ברכה מוטי ויזל,מוטי ויזל,3,4
ויברכוני שרוליק רוזנטל,שרוליק רוזנטל,1,2
וידעו כי אתה מנחם לוי ויוני שלמה,מנחם לוי,3,4
וכולם מקבלים קובי אוז _ אהרון רזאל _ יונתן רזאל _ אלירן מאזוז _ עזרא גטנו _ מקהלת ישיבת מקור חיים,יונתן רזאל,9,10
ונהפוך-מנדי ורדיגר,מנדי ורדיגר,2,3
ונסלח אביתר בנאי,אביתר בנאי,1,2
וקבצינו דודי קנפלר,דודי קנפלר,1,2
ושבו בנים לגבולם  live יעקב שוואקי,יעקב שוואקי,6,7
ושמרו-אלי הרצליך ועדי רן,אלי הרצליך,2,3
זאנוויל ויינברגר במחרוזת משירי ר' משה יחזקי’ ווייס,זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, דודי קאליש, מקהלת נרננה, יענקי לנדאו ותזמורתו - מזמור לתודה (לייב)",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, דודי קאליש, מקהלת נרננה, יענקי לנדאו ותזמורתו - מזמור לתודה (לייב)",דודי קאליש,3,4
"זאנוויל ויינברגר, דודי קאליש, מקהלת נרננה, יענקי לנדאו ותזמורתו - מזמור לתודה (לייב)",מקהלת נרננה,6,7
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט - Copy",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט - Copy",ישראל אדלר,3,4
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט - Copy",מקהלת מלכות,9,10
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט",ישראל אדלר,3,4
"זאנוויל ויינברגר, ישראל אדלר, פנחס ביכלר, מקהלת מלכות - מחרוזת תורה פרק קי_ט",מקהלת מלכות,9,10
"זאנוויל ויינברגר, מקהלת שירה  בקולות וברקים",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה  בקולות וברקים",מקהלת שירה,3,4
"זאנוויל ויינברגר, מקהלת שירה - בקולות וברקים",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה - בקולות וברקים",מקהלת שירה,3,4
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום  בקולות וברקים",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום  בקולות וברקים",מקהלת שירה,3,4
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום  בקולות וברקים",מונה רוזנבלום,6,7
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום - בקולות וברקים",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום - בקולות וברקים",מקהלת שירה,3,4
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום - בקולות וברקים",מונה רוזנבלום,6,7
זה האמונה נפתלי בלומנטל,נפתלי בלומנטל,3,4
זה הזמן  רמיקס איציק אורלב ודי ג י יוסי מימון,איציק אורלב,4,5
זה הזמן  רמיקס איציק אורלב ודי ג_י יוסי מימון,איציק אורלב,4,5
זה הקטן שמילי אונגר וברוך לוין,שמילי אונגר,2,3
זה יום גדול חיים ישראל ודודו אהרון,חיים ישראל,3,4
חביב אלבי  רמיקס יניב בן משיח די גי_ יוסי אזולאי,יוסי אזולאי,10,11
חביבי אליקים בוטה,אליקים בוטה,1,2
חופה מוטי ויזל ולייבי מושקוביץ ומקהלת מלכות,מוטי ויזל,1,2
חיים בר - אבא מכל הלב 2011,חיים בר,0,1
חיים בר - גם השנה,חיים בר,0,1
חיים בר - והלב,חיים בר,0,1
חיים בר - יש בורא לעולם,חיים בר,0,1
חיים בר צלילי העבר בטעם של פעם,חיים בר,0,1
חיים בר שמים כחולים,חיים בר,0,1
חיים בר-והוא אחד,חיים בר,0,1
חיים בר-מודה מהנשמה,חיים בר,0,1
חיים גולד - א ב ג ד (A Ba Ga Da),חיים גולד,0,1
חיים טובים - מאיר רוזנברג,מאיר רוזנברג,3,4
חיים ישראל  - השם מלך (רמיקס - יגאל לוי),חיים ישראל,0,1
חיים ישראל - אתה שמציל,חיים ישראל,0,1
חלפה שנה איתי עמרן,איתי עמרן,2,3
חלק אלוקה ממעל יוסף ניוקומב וארי היל,יוסף ניוקומב,3,4
חלקת אלוקים (מתוך פרויקט יעלה ויבוא) יונתן רזאל,יונתן רזאל,9,10
חמול ירון בר,ירון בר,1,2
חנן בן ארי  חולם כמו יוסף Hanan Ben Ari1080 HD,חנן בן ארי,0,2
חנן בן ארי - חולם כמו יוסף Hanan Ben Ari1080 HD,חנן בן ארי,0,2
חסדו אליהו חייט,אליהו חייט,2,3
טוהר נהוראי אריאלי,נהוראי אריאלי,1,2
טל גור - וחג שבועות תעשה לך,טל גור,0,1
טל ועקנין עלה,טל ועקנין,0,1
טראק הלהיטים של איתי די ג_י נדב ביטון,נדב ביטון,6,7
טרקלין של גאולה  רמיקס  נועם רמתי,נועם רמתי,6,7
טרקלין של גאולה - רמיקס - נועם רמתי,נועם רמתי,6,7
יבוא היום יעקב שוואקי,יעקב שוואקי,2,3
יבוא היום רמיקס יעקב שוואקי ו די גי_ גבי,יעקב שוואקי,3,4
יבנה המקדש (הרב שלמה קרליבך),שלמה קרליבך,4,5
יבשה שלי איציק דדיה ואיצי וולדנר,איציק דדיה,2,3
יהורם גאון - אדרבה,יהורם גאון,0,1
יהורם גאון - ארץ ארץ,יהורם גאון,0,1
יהורם גאון - בלדה לחובש,יהורם גאון,0,1
יהורם גאון - בפרדס ליד השוקת,יהורם גאון,0,1
יהורם גאון - המלחמה האחרונה,יהורם גאון,0,1
יהורם גאון ברחובינו הצר על כפיו יביא 2007 מעלה דודי פט,יהורם גאון,0,1
יהי רצון אליהו לייפער ואיתמר שטיין,אליהו לייפער,2,3
יואל - אל תעזוב אותי,יואל,0,0
יואלי וייס - נשימה,יואלי וייס,0,1
יואלי קליין & ארי רייך - אין עוד מלבדו,יואלי קליין,0,1
יואלי קליין & ארי רייך - אין עוד מלבדו,ארי רייך,3,4
יובל טייב - אין עוד מלבדו,יובל טייב,0,1
יובל טייב - בן אדם,יובל טייב,0,1
יובל טייב - מה אני בלעדיך,יובל טייב,0,1
יובל טייב - נחמוני,יובל טייב,0,1
יובל טייב מה אני בלעדיך.135,יובל טייב,0,1
יובל טייב-עם אחד 2010 [upo.co.il],יובל טייב,0,1
יום אחד בני פרידמן _ מקהלת קולות מן השמיים,בני פרידמן,3,4
יוני גנוט - וטהר ליבנו,יוני גנוט,0,1
יוני שלמה  בטח בהשם,יוני שלמה,0,1
יוני שלמה - אנעים זמירות,יוני שלמה,0,1
יוני שלמה - בטח בהשם,יוני שלמה,0,1
יוני שלמה - געזונט,יוני שלמה,0,1
יוני שלמה - הרנינו,יוני שלמה,0,1
יוני שלמה - והכל טוב,יוני שלמה,0,1
יוני שלמה - מארש,יוני שלמה,0,1
יוני שלמה - ניגון להתוועדות שמח,יוני שלמה,0,1
יוני שלמה - ניגון לשבת ויום טוב,יוני שלמה,0,1
יוני שלמה - עזרני קל חי,יוני שלמה,0,1
יוני שלמה - על משמרתי,יוני שלמה,0,1
יוני שלמה - רבונו של עולם,יוני שלמה,0,1
יוני שלמה - שאמיל,יוני שלמה,0,1
יוני שלמה בסינגל חדש – געזונט,יוני שלמה,0,1
יוני שלמה הכול טוב,יוני שלמה,0,1
יוני שלמה על משמרתי,יוני שלמה,0,1
יונתן שטרן - אבא (ווקאלי),יונתן שטרן,0,1
יונתן שטרן - לזכות את ישראל (ווקאלי),יונתן שטרן,0,1
יוסי ברגר  אם על המלך,יוסי ברגר,0,1
יוסי ברגר - אם על המלך,יוסי ברגר,0,1
יוסי ברגר - הקשיבו כולכם,יוסי ברגר,0,1
יוסי גרין _ שרגי גשטטנר - מה אשיב להשם,יוסי גרין,0,1
יוסי גרין _ שרגי גשטטנר - מה אשיב להשם,שרגי גשטטנר,3,4
יוסף נטיב - אני היהלום,יוסף נטיב,0,1
יוסף נטיב - סבא היקר,יוסף נטיב,0,1
יוסף נטיב - רבות מחשבות,יוסף נטיב,0,1
"יוסף נטיב, ישי ריבו - בשלב הבא",יוסף נטיב,0,1
"יוסף נטיב, ישי ריבו - בשלב הבא",ישי ריבו,3,4
יוסף קרדונר - רחל מבכה,יוסף קרדונר,0,1
יחיד גאה-שמוליק לוטרמן,שמוליק לוטרמן,3,4
ימים יותר טובים אבישי אשל ונהוראי בן שימול,אבישי אשל,3,4
יעלה ויבוא יהודה גרין,יהודה גרין,2,3
יענקי דסקל - יענקלס' ניגון,יענקי דסקל,0,1
יענקי דסקל - רחמנא,יענקי דסקל,0,1
יענקי דסקל ומקהלת נרננה - חייב איניש,יענקי דסקל,0,1
יענקי דסקל כדאי הוא ר' שמעון,יענקי דסקל,0,1
יענקי ושלומי דסקל & מקהלת נרננה - איך שמעק,מקהלת נרננה,4,5
יעקב ויוסף בן שבת - עוף גוזל - בית ספר למוסיקה 2 ♫,בית ספר למוסיקה,8,10
יעקב יאנג בקאבר ללהיט ''והיא שעמדה'' של שוואקי,יעקב יאנג,0,1
"יעקב יוסף שטארק, מקהלת לב  והאר עינינו",מקהלת לב,4,5
"יעקב יוסף שטארק, מקהלת לב - והאר עינינו",מקהלת לב,4,5
יעקב קליין _ אלי סקייסט - ובנה אותה,יעקב קליין,0,1
"יעקב שלמה גראס, בנצי קלצקין, מקהלת מלכות - קבלת התורה - ווקאלי",בנצי קלצקין,4,5
"יעקב שלמה גראס, בנצי קלצקין, מקהלת מלכות - קבלת התורה - ווקאלי",מקהלת מלכות,7,8
יצחק מאיר - דרוש נא,יצחק מאיר,0,1
יצחק מאיר - ידיד נפש,יצחק מאיר,0,1
יצחק מאיר - ישמחו,יצחק מאיר,0,1
יצחק מאיר - שובה,יצחק מאיר,0,1
יצחק מאיר אלהא די ליה קליפ מילים מתוך פרויקט אמנים מחדש.134,יצחק מאיר,0,1
יצחק מאיר בביצוע חדש ללחן העתיק ''מזמור שיר'',יצחק מאיר,0,1
יצחק מאיר הלפגוט ומוטי קאליש בסליחות מכניסי רחמים,יצחק מאיר,0,1
יצחק מאיר ודוד בן ארזה  מזמור לתודה,יצחק מאיר,0,1
יצחק מאיר ודוד בן ארזה - מזמור לתודה,יצחק מאיר,0,1
יצחק מאיר והרב הלל פלאי - למחר,יצחק מאיר,0,1
יצחק מאיר והרב הלל פלאי - למחר,הלל פלאי,3,4
יצחק מאיר וסגיב כהן ברא לי ים של אהבה,יצחק מאיר,0,1
"יצחק מאיר, אברהם בלטי  ניגון התבוננות",יצחק מאיר,0,1
"יצחק מאיר, אברהם בלטי - ניגון התבוננות",יצחק מאיר,0,1
"יצחק מאיר, הרב הלל פלאי  למחר",יצחק מאיר,0,1
"יצחק מאיר, הרב הלל פלאי  למחר",הלל פלאי,4,5
"יצחק מאיר, הרב הלל פלאי - למחר",יצחק מאיר,0,1
"יצחק מאיר, הרב הלל פלאי - למחר",הלל פלאי,4,5
ירא שמיים  רמיקס שמילי אונגר,שמילי אונגר,5,6
ירא שמים שרוליק רייזמן וחברים,שרוליק רייזמן,2,3
ירון בר  קדושת פורים,ירון בר,0,1
ירון בר - חמול,ירון בר,0,1
ירון בר - ימים של שקט,ירון בר,0,1
ירון בר - קדושת פורים,ירון בר,0,1
ירון-בר-שלהבת-הנשמה,שלהבת,4,4
יש מסיבה - רמיקס איציק אורלב,איציק אורלב,4,5
ישי לפידות וחיים ולדר  מסוגלים,ישי לפידות,0,1
ישי לפידות וחיים ולדר - מסוגלים,ישי לפידות,0,1
ישי ריבו  סיבת הסיבות,ישי ריבו,0,1
ישי ריבו - סיבת הסיבות,ישי ריבו,0,1
ישי ריבו סיבת הסיבות רימיקס,ישי ריבו,0,1
"ישי ריבו, עמיר בניון, אמיר דדון",ישי ריבו,0,1
"ישי ריבו, עמיר בניון, אמיר דדון",עמיר בניון,3,4
"ישי ריבו, עמיר בניון, אמיר דדון",אמיר דדון,6,7
ישי שלר  ישיבת גאון יעקב,ישי שלר,0,1
ישי שלר - ישיבת גאון יעקב,ישי שלר,0,1
ישיבה בויס - מזמור שיר,ישיבה בויס,0,1
ישראל מאיר פרידברג - והאר עיננו (ווקאלי),ישראל מאיר פרידברג,0,2
ישראל צוברי במחרוזת שרים ל''אמא'',ישראל צוברי,0,1
כדאי מונה רוזנבלום _ שלמה כהן _ אלי קליין,מונה רוזנבלום,2,3
כדאי מונה רוזנבלום _ שלמה כהן _ אלי קליין,שלמה כהן,5,6
כדאי מונה רוזנבלום _ שלמה כהן _ אלי קליין,אלי קליין,8,9
כולם אהובים  החתונה של שמחהלה מוטי ויזל ומנדי גולדברג ובנצי קלצקין ומקהלת מלכות וחסידימלעך,מוטי ויזל,6,7
כל בוקר מחדש   משה לוי,משה לוי,4,5
כל האור בעולם מיכה גמרמן,מיכה גמרמן,3,4
כל השירים   משה לוי,משה לוי,3,4
כל חלום גיא קהלני,גיא קהלני,2,3
כל מה שעושה ה' I ראובן בקר Kol Ma Sheose Hashem I Reuven Bekcer,ראובן בקר,6,7
כמו שאתה שרולי ברונכר ואלעזר,שרולי ברונכר,2,3
כסא רחמים מנחם מושקוביץ,מנחם מושקוביץ,2,3
לא לבד אייל טוויטו,אייל טוויטו,2,3
לב טהור שלומי ברנשטיין,לב טהור,0,1
לב טהור שלומי ברנשטיין,שלומי ברנשטיין,3,4
לבקר בהיכלו  קולעוילם ישראל סוסנה,ישראל סוסנה,4,5
